#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  1.834536E-01  1.116258E-04  1.798291E-08  2.360300E-08  2.626021E-08  3.131204E-08  3.929426E-01  1.301547E-03  4.653185E-05  2.824088E-01  2.743021E-03  2.709848E-04  3.802206E-06  7.559410E-03  4.759530E-06  1.561753E-05  7.417695E-07  1.252365E-01  6.685664E-05  1.169364E-06  1.026825E-06  1.502603E-03  2.045448E-03  1.242777E-04  6.261050E-05  7.929704E-05  1.711801E-05
 2.741500E+02  1.844511E-01  1.107253E-04  1.739134E-08  2.283429E-08  2.540686E-08  3.030407E-08  3.931024E-01  1.270452E-03  4.293913E-05  2.834375E-01  2.696116E-03  2.529162E-04  3.686591E-06  7.402403E-03  4.458537E-06  1.467726E-05  7.078854E-07  1.234042E-01  6.332652E-05  1.127027E-06  9.887950E-07  1.472527E-03  2.004379E-03  1.156138E-04  5.802187E-05  7.351473E-05  1.611542E-05
 2.751500E+02  1.854322E-01  1.098258E-04  1.682073E-08  2.209251E-08  2.458333E-08  2.933099E-08  3.932571E-01  1.240334E-03  3.964823E-05  2.844479E-01  2.650144E-03  2.361447E-04  3.574951E-06  7.249408E-03  4.178451E-06  1.379947E-05  6.757193E-07  1.216007E-01  5.999931E-05  1.086370E-06  9.523090E-07  1.443220E-03  1.964366E-03  1.076036E-04  5.379844E-05  6.819057E-05  1.517709E-05
 2.761500E+02  1.863969E-01  1.089276E-04  1.627032E-08  2.137673E-08  2.378859E-08  2.839159E-08  3.934069E-01  1.211160E-03  3.663190E-05  2.854401E-01  2.605091E-03  2.205713E-04  3.467143E-06  7.100314E-03  3.917701E-06  1.297966E-05  6.451774E-07  1.198257E-01  5.686257E-05  1.047325E-06  9.173015E-07  1.414660E-03  1.925379E-03  1.001944E-04  4.990904E-05  6.328560E-05  1.429857E-05
 2.771500E+02  1.873455E-01  1.080312E-04  1.573939E-08  2.068602E-08  2.302163E-08  2.748471E-08  3.935522E-01  1.182892E-03  3.386550E-05  2.864147E-01  2.560939E-03  2.061049E-04  3.363029E-06  6.955010E-03  3.674845E-06  1.221367E-05  6.161709E-07  1.180790E-01  5.390467E-05  1.009824E-06  8.837097E-07  1.386826E-03  1.887388E-03  9.333797E-05  4.632532E-05  5.876439E-05  1.347578E-05
 2.781500E+02  1.882781E-01  1.071370E-04  1.522726E-08  2.001951E-08  2.228148E-08  2.660921E-08  3.936930E-01  1.155499E-03  3.132677E-05  2.873718E-01  2.517671E-03  1.926619E-04  3.262473E-06  6.813393E-03  3.448555E-06  1.149768E-05  5.886166E-07  1.163603E-01  5.111470E-05  9.738037E-07  8.514735E-07  1.359697E-03  1.850364E-03  8.699014E-05  4.302147E-05  5.459468E-05  1.270490E-05
 2.791500E+02  1.891949E-01  1.062453E-04  1.473323E-08  1.937633E-08  2.156718E-08  2.576401E-08  3.938295E-01  1.128948E-03  2.899552E-05  2.883118E-01  2.475271E-03  1.801650E-04  3.165347E-06  6.675359E-03  3.237607E-06  1.082813E-05  5.624356E-07  1.146693E-01  4.848247E-05  9.392022E-07  8.205353E-07  1.333253E-03  1.814279E-03  8.111054E-05  3.997403E-05  5.074711E-05  1.198240E-05
 2.801500E+02  1.900963E-01  1.053565E-04  1.425668E-08  1.875566E-08  2.087782E-08  2.494804E-08  3.939620E-01  1.103208E-03  2.685350E-05  2.892349E-01  2.433722E-03  1.685434E-04  3.071526E-06  6.540809E-03  3.040876E-06  1.020176E-05  5.375540E-07  1.130058E-01  4.599844E-05  9.059610E-07  7.908400E-07  1.307474E-03  1.779107E-03  7.566219E-05  3.716160E-05  4.719492E-05  1.130502E-05
 2.811500E+02  1.909822E-01  1.044710E-04  1.379696E-08  1.815670E-08  2.021252E-08  2.416029E-08  3.940906E-01  1.078250E-03  2.488418E-05  2.901415E-01  2.393007E-03  1.577317E-04  2.980890E-06  6.409646E-03  2.857323E-06  9.615538E-06  5.139018E-07  1.113694E-01  4.365368E-05  8.740237E-07  7.623350E-07  1.282341E-03  1.744820E-03  7.061118E-05  3.456471E-05  4.391372E-05  1.066971E-05
 2.821500E+02  1.918530E-01  1.035890E-04  1.335347E-08  1.757868E-08  1.957042E-08  2.339975E-08  3.942153E-01  1.054046E-03  2.307254E-05  2.910319E-01  2.353111E-03  1.476696E-04  2.893322E-06  6.281775E-03  2.685992E-06  9.066668E-06  4.914132E-07  1.097599E-01  4.143981E-05  8.433363E-07  7.349699E-07  1.257835E-03  1.711394E-03  6.592646E-05  3.216559E-05  4.088128E-05  1.007366E-05
 2.831500E+02  1.927089E-01  1.027109E-04  1.292562E-08  1.702085E-08  1.895070E-08  2.266548E-08  3.943365E-01  1.030567E-03  2.140497E-05  2.919064E-01  2.314017E-03  1.383018E-04  2.808711E-06  6.157105E-03  2.526000E-06  8.552561E-06  4.700261E-07  1.081769E-01  3.934900E-05  8.138472E-07  7.086963E-07  1.233939E-03  1.678803E-03  6.157953E-05  2.994802E-05  3.807728E-05  9.514236E-06
 2.841500E+02  1.935500E-01  1.018370E-04  1.251285E-08  1.648249E-08  1.835257E-08  2.195654E-08  3.944542E-01  1.007789E-03  1.986912E-05  2.927652E-01  2.275709E-03  1.295770E-04  2.726950E-06  6.035547E-03  2.376534E-06  8.070819E-06  4.496818E-07  1.066201E-01  3.737390E-05  7.855068E-07  6.834680E-07  1.210636E-03  1.647024E-03  5.754427E-05  2.789723E-05  3.548320E-05  8.989019E-06
