#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  8.793502E-03  2.675286E-06  2.873256E-10  3.771218E-10  4.195780E-10  5.002946E-10  1.883496E-02  3.119361E-05  7.434722E-07  1.353673E-02  6.574078E-05  4.329715E-06  6.075053E-08  1.811730E-04  7.604638E-08  2.495323E-07  1.185177E-08  3.001488E-03  1.068216E-06  1.868375E-08  1.640631E-08  3.601223E-05  4.902235E-05  1.985673E-06  1.000372E-06  1.266985E-06  2.735066E-07
 2.741500E+02  8.798713E-03  2.640917E-06  2.765348E-10  3.630815E-10  4.039871E-10  4.818563E-10  1.875182E-02  3.030163E-05  6.827627E-07  1.352058E-02  6.430524E-05  4.021547E-06  5.861942E-08  1.765552E-04  7.089392E-08  2.333789E-07  1.125588E-08  2.943322E-03  1.006937E-06  1.792053E-08  1.572255E-08  3.512134E-05  4.780658E-05  1.838342E-06  9.225890E-07  1.168937E-06  2.562467E-07
 2.751500E+02  8.803209E-03  2.606936E-06  2.661825E-10  3.496067E-10  3.890231E-10  4.641532E-10  1.866949E-02  2.944182E-05  6.274201E-07  1.350388E-02  6.290649E-05  3.736912E-06  5.657242E-08  1.720792E-04  6.612261E-08  2.183721E-07  1.069304E-08  2.886436E-03  9.494693E-07  1.719145E-08  1.506998E-08  3.425772E-05  4.662817E-05  1.702792E-06  8.513426E-07  1.079093E-06  2.401724E-07
 2.761500E+02  8.807007E-03  2.573343E-06  2.562504E-10  3.366741E-10  3.746599E-10  4.471550E-10  1.858796E-02  2.861285E-05  5.769363E-07  1.348667E-02  6.154356E-05  3.473900E-06  5.460598E-08  1.677402E-04  6.170207E-08  2.044239E-07  1.016126E-08  2.830803E-03  8.955605E-07  1.649491E-08  1.444709E-08  3.342041E-05  4.548581E-05  1.578018E-06  7.860454E-07  9.967204E-07  2.251962E-07
 2.771500E+02  8.810123E-03  2.540143E-06  2.467207E-10  3.242609E-10  3.608724E-10  4.308327E-10  1.850722E-02  2.781340E-05  5.308540E-07  1.346896E-02  6.021547E-05  3.230769E-06  5.271669E-08  1.635335E-04  5.760453E-08  1.914537E-07  9.658702E-09  2.776396E-03  8.449751E-07  1.582936E-08  1.385247E-08  3.260850E-05  4.437823E-05  1.463106E-06  7.261661E-07  9.211530E-07  2.112377E-07
 2.781500E+02  8.812576E-03  2.507336E-06  2.375765E-10  3.123455E-10  3.476369E-10  4.151584E-10  1.842726E-02  2.704225E-05  4.887620E-07  1.345077E-02  5.892127E-05  3.005921E-06  5.090130E-08  1.594544E-04  5.380455E-08  1.793874E-07  9.183629E-09  2.723190E-03  7.974944E-07  1.519334E-08  1.328474E-08  3.182111E-05  4.330422E-05  1.357225E-06  6.712235E-07  8.517893E-07  1.982225E-07
 2.791500E+02  8.814382E-03  2.474925E-06  2.288017E-10  3.009072E-10  3.349302E-10  4.001055E-10  1.834808E-02  2.629822E-05  4.502896E-07  1.343212E-02  5.766006E-05  2.797896E-06  4.915667E-08  1.554988E-04  5.027884E-08  1.681568E-07  8.734416E-09  2.671158E-03  7.529147E-07  1.458546E-08  1.274261E-08  3.105738E-05  4.226262E-05  1.259617E-06  6.207818E-07  7.880837E-07  1.860823E-07
 2.801500E+02  8.815557E-03  2.442911E-06  2.203805E-10  2.899261E-10  3.227305E-10  3.856483E-10  1.826966E-02  2.558019E-05  4.151030E-07  1.341303E-02  5.643092E-05  2.605353E-06  4.747983E-08  1.516623E-04  4.700603E-08  1.576994E-07  8.309541E-09  2.620275E-03  7.110466E-07  1.400440E-08  1.222485E-08  3.031650E-05  4.125231E-05  1.169590E-06  5.744462E-07  7.295418E-07  1.747537E-07
 2.811500E+02  8.816118E-03  2.411294E-06  2.122983E-10  2.793831E-10  3.110166E-10  3.717622E-10  1.819200E-02  2.488709E-05  3.829010E-07  1.339351E-02  5.523298E-05  2.427069E-06  4.586793E-08  1.479410E-04  4.396657E-08  1.479574E-07  7.907576E-09  2.570517E-03  6.717135E-07  1.344889E-08  1.173030E-08  2.959769E-05  4.027218E-05  1.086517E-06  5.318586E-07  6.757149E-07  1.641783E-07
 2.821500E+02  8.816082E-03  2.380075E-06  2.045407E-10  2.692601E-10  2.997684E-10  3.584239E-10  1.811509E-02  2.421790E-05  3.534118E-07  1.337358E-02  5.406539E-05  2.261918E-06  4.431824E-08  1.443309E-04  4.114247E-08  1.388780E-07  7.527184E-09  2.521858E-03  6.347511E-07  1.291774E-08  1.125784E-08  2.890019E-05  3.932122E-05  1.009824E-06  4.926939E-07  6.261958E-07  1.543025E-07
 2.831500E+02  8.815465E-03  2.349255E-06  1.970941E-10  2.595395E-10  2.889665E-10  3.456106E-10  1.803892E-02  2.357164E-05  3.263900E-07  1.335325E-02  5.292732E-05  2.108871E-06  4.282815E-08  1.408283E-04  3.851728E-08  1.304122E-07  7.167111E-09  2.474275E-03  6.000064E-07  1.240981E-08  1.080643E-08  2.822327E-05  3.839841E-05  9.389849E-07  4.566572E-07  5.806148E-07  1.450762E-07
 2.841500E+02  8.814282E-03  2.318833E-06  1.899453E-10  2.502045E-10  2.785924E-10  3.333009E-10  1.796347E-02  2.294740E-05  3.016137E-07  1.333255E-02  5.181796E-05  1.966982E-06  4.139517E-08  1.374296E-04  3.607584E-08  1.225152E-07  6.826180E-09  2.427744E-03  5.673367E-07  1.192401E-08  1.037506E-08  2.756622E-05  3.750280E-05  8.735233E-07  4.234806E-07  5.386358E-07  1.364535E-07
 2.851500E+02  8.812549E-03  2.288808E-06  1.830820E-10  2.412392E-10  2.686282E-10  3.214738E-10  1.788875E-02  2.234428E-05  2.788825E-07  1.331148E-02  5.073652E-05  1.835385E-06  4.001692E-08  1.341313E-04  3.380426E-08  1.151455E-07  6.503287E-09  2.382241E-03  5.366092E-07  1.145932E-08  9.962777E-09  2.692838E-05  3.663345E-05  8.130021E-07  3.929205E-07  4.999532E-07  1.283919E-07
 2.861500E+02  8.810282E-03  2.259180E-06  1.764921E-10  2.326280E-10  2.590570E-10  3.101096E-10  1.781473E-02  2.176144E-05  2.580147E-07  1.329006E-02  4.968224E-05  1.713284E-06  3.869111E-08  1.309300E-04  3.168975E-08  1.082649E-07  6.197397E-09  2.337744E-03  5.077000E-07  1.101474E-08  9.568678E-09  2.630909E-05  3.578947E-05  7.570222E-07  3.647553E-07  4.642891E-07  1.208520E-07
 2.871500E+02  8.807495E-03  2.229948E-06  1.701641E-10  2.243564E-10  2.498625E-10  2.991892E-10  1.774142E-02  2.119807E-05  2.388462E-07  1.326830E-02  4.865437E-05  1.599948E-06  3.741557E-08  1.278226E-04  2.972057E-08  1.018382E-07  5.907537E-09  2.294229E-03  4.804935E-07  1.058936E-08  9.191903E-09  2.570773E-05  3.497000E-05  7.052185E-07  3.387835E-07  4.313905E-07  1.137974E-07
 2.881500E+02  8.804204E-03  2.201110E-06  1.640871E-10  2.164101E-10  2.410290E-10  2.886944E-10  1.766880E-02  2.065340E-05  2.212281E-07  1.324622E-02  4.765219E-05  1.494706E-06  3.618821E-08  1.248058E-04  2.788592E-08  9.583287E-08  5.632793E-09  2.251675E-03  4.548820E-07  1.018227E-08  8.831633E-09  2.512369E-05  3.417421E-05  6.572573E-07  3.148218E-07  4.010269E-07  1.071944E-07
 2.891500E+02  8.800423E-03  2.172665E-06  1.582504E-10  2.087757E-10  2.325416E-10  2.786076E-10  1.759686E-02  2.012670E-05  2.050254E-07  1.322383E-02  4.667499E-05  1.396940E-06  3.500704E-08  1.218766E-04  2.617583E-08  9.021891E-08  5.372309E-09  2.210060E-03  4.307651E-07  9.792639E-09  8.487093E-09  2.455640E-05  3.340132E-05  6.128333E-07  2.927028E-07  3.729884E-07  1.010118E-07
 2.901500E+02  8.796167E-03  2.144610E-06  1.526442E-10  2.014402E-10  2.243859E-10  2.689121E-10  1.752559E-02  1.961726E-05  1.901157E-07  1.320114E-02  4.572208E-05  1.306083E-06  3.387016E-08  1.190323E-04  2.458115E-08  8.496861E-08  5.125280E-09  2.169362E-03  4.080488E-07  9.419654E-09  8.157544E-09  2.400530E-05  3.265054E-05  5.716666E-07  2.722743E-07  3.470836E-07  9.522067E-08
 2.911500E+02  8.791449E-03  2.116945E-06  1.472586E-10  1.943912E-10  2.165481E-10  2.595918E-10  1.745500E-02  1.912441E-05  1.763879E-07  1.317817E-02  4.479281E-05  1.221615E-06  3.277573E-08  1.162699E-04  2.309344E-08  8.005635E-08  4.890948E-09  2.129561E-03  3.866457E-07  9.062552E-09  7.842282E-09  2.346985E-05  3.192115E-05  5.335013E-07  2.533974E-07  3.231376E-07  8.979427E-08
 2.921500E+02  8.786283E-03  2.089666E-06  1.420846E-10  1.876169E-10  2.090152E-10  2.506313E-10  1.738505E-02  1.864751E-05  1.637409E-07  1.315493E-02  4.388652E-05  1.143054E-06  3.172203E-08  1.135869E-04  2.170492E-08  7.545847E-08  4.668602E-09  2.090637E-03  3.664741E-07  8.720603E-09  7.540640E-09  2.294952E-05  3.121243E-05  4.981025E-07  2.359453E-07  3.009913E-07  8.470776E-08
 2.931500E+02  8.780683E-03  2.062770E-06  1.371132E-10  1.811058E-10  2.017745E-10  2.420158E-10  1.731576E-02  1.818595E-05  1.520833E-07  1.313142E-02  4.300258E-05  1.069960E-06  3.070738E-08  1.109805E-04  2.040842E-08  7.115308E-08  4.457575E-09  2.052568E-03  3.474576E-07  8.393114E-09  7.251984E-09  2.244384E-05  3.052370E-05  4.652551E-07  2.198023E-07  2.804990E-07  7.993812E-08
