#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  3.465124E-02  4.157355E-05  1.760805E-08  2.311099E-08  2.571281E-08  3.065933E-08  5.231325E-03  9.825706E-06  2.502760E-07  3.511640E-09  4.574298E-03  6.296191E-07  1.122902E-07  9.860271E-08
 2.741500E+02  3.453792E-02  4.072305E-05  1.675111E-08  2.199368E-08  2.447155E-08  2.918848E-08  5.259954E-03  9.739830E-06  2.371464E-07  3.456724E-09  4.498141E-03  5.991226E-07  1.075857E-07  9.439012E-08
 2.751500E+02  3.442525E-02  3.989627E-05  1.594217E-08  2.093860E-08  2.329932E-08  2.779901E-08  5.287790E-03  9.652869E-06  2.247083E-07  3.401818E-09  4.423270E-03  5.701745E-07  1.031003E-07  9.037742E-08
 2.761500E+02  3.431323E-02  3.909240E-05  1.517821E-08  1.994186E-08  2.219184E-08  2.648587E-08  5.314840E-03  9.564930E-06  2.129267E-07  3.346980E-09  4.349672E-03  5.426946E-07  9.882306E-08  8.655435E-08
 2.771500E+02  3.420184E-02  3.831067E-05  1.445644E-08  1.899985E-08  2.114508E-08  2.524436E-08  5.341114E-03  9.476112E-06  2.017680E-07  3.292264E-09  4.277335E-03  5.166068E-07  9.474347E-08  8.291119E-08
 2.781500E+02  3.409109E-02  3.755031E-05  1.377424E-08  1.810920E-08  2.015533E-08  2.407010E-08  5.366620E-03  9.386513E-06  1.912002E-07  3.237722E-09  4.206244E-03  4.918388E-07  9.085166E-08  7.943878E-08
 2.791500E+02  3.398097E-02  3.681062E-05  1.312918E-08  1.726676E-08  1.921908E-08  2.295899E-08  5.391366E-03  9.296227E-06  1.811927E-07  3.183403E-09  4.136385E-03  4.683221E-07  8.713824E-08  7.612844E-08
 2.801500E+02  3.387146E-02  3.609090E-05  1.251899E-08  1.646961E-08  1.833311E-08  2.190723E-08  5.415362E-03  9.205345E-06  1.717165E-07  3.129352E-09  4.067743E-03  4.459919E-07  8.359436E-08  7.297198E-08
 2.811500E+02  3.376257E-02  3.539049E-05  1.194157E-08  1.571502E-08  1.749437E-08  2.091125E-08  5.438617E-03  9.113954E-06  1.627439E-07  3.075613E-09  4.000303E-03  4.247865E-07  8.021160E-08  6.996162E-08
 2.821500E+02  3.365430E-02  3.470876E-05  1.139493E-08  1.500044E-08  1.670005E-08  1.996774E-08  5.461141E-03  9.022139E-06  1.542487E-07  3.022226E-09  3.934051E-03  4.046477E-07  7.698201E-08  6.709003E-08
 2.831500E+02  3.354662E-02  3.404508E-05  1.087723E-08  1.432347E-08  1.594749E-08  1.907357E-08  5.482944E-03  8.929979E-06  1.462057E-07  2.969229E-09  3.868970E-03  3.855201E-07  7.389807E-08  6.435027E-08
 2.841500E+02  3.343955E-02  3.339887E-05  1.038676E-08  1.368190E-08  1.523423E-08  1.822585E-08  5.504035E-03  8.837553E-06  1.385912E-07  2.916655E-09  3.805046E-03  3.673513E-07  7.095261E-08  6.173574E-08
 2.851500E+02  3.333306E-02  3.276957E-05  9.921899E-09  1.307365E-08  1.455797E-08  1.742187E-08  5.524426E-03  8.744934E-06  1.313827E-07  2.864536E-09  3.742263E-03  3.500916E-07  6.813889E-08  5.924023E-08
 2.861500E+02  3.322717E-02  3.215663E-05  9.481150E-09  1.249677E-08  1.391654E-08  1.665908E-08  5.544126E-03  8.652193E-06  1.245584E-07  2.812904E-09  3.680605E-03  3.336939E-07  6.545048E-08  5.685784E-08
 2.871500E+02  3.312187E-02  3.155952E-05  9.063106E-09  1.194944E-08  1.330792E-08  1.593511E-08  5.563145E-03  8.559397E-06  1.180982E-07  2.761784E-09  3.620056E-03  3.181136E-07  6.288131E-08  5.458299E-08
 2.881500E+02  3.301714E-02  3.097775E-05  8.666451E-09  1.142995E-08  1.273023E-08  1.524773E-08  5.581495E-03  8.466612E-06  1.119826E-07  2.711203E-09  3.560600E-03  3.033084E-07  6.042560E-08  5.241038E-08
 2.891500E+02  3.291298E-02  3.041082E-05  8.289954E-09  1.093672E-08  1.218170E-08  1.459487E-08  5.599186E-03  8.373898E-06  1.061932E-07  2.661182E-09  3.502220E-03  2.892382E-07  5.807790E-08  5.033501E-08
 2.901500E+02  3.280940E-02  2.985827E-05  7.932463E-09  1.046825E-08  1.166066E-08  1.397456E-08  5.616229E-03  8.281313E-06  1.007126E-07  2.611742E-09  3.444902E-03  2.758651E-07  5.583303E-08  4.835213E-08
 2.911500E+02  3.270639E-02  2.931966E-05  7.592896E-09  1.002313E-08  1.116557E-08  1.338497E-08  5.632635E-03  8.188915E-06  9.552432E-08  2.562902E-09  3.388628E-03  2.631531E-07  5.368605E-08  4.645724E-08
 2.921500E+02  3.260393E-02  2.879454E-05  7.270241E-09  9.600054E-09  1.069497E-08  1.282440E-08  5.648414E-03  8.096754E-06  9.061258E-08  2.514679E-09  3.333382E-03  2.510682E-07  5.163231E-08  4.464607E-08
 2.931500E+02  3.250204E-02  2.828250E-05  6.963549E-09  9.197793E-09  1.024750E-08  1.229122E-08  5.663577E-03  8.004882E-06  8.596256E-08  2.467087E-09  3.279149E-03  2.395779E-07  4.966738E-08  4.291459E-08
 2.941500E+02  3.240069E-02  2.778313E-05  6.671931E-09  8.815191E-09  9.821858E-09  1.178393E-08  5.678135E-03  7.913345E-06  8.156018E-08  2.420140E-09  3.225912E-03  2.286518E-07  4.778706E-08  4.125895E-08
 2.951500E+02  3.229990E-02  2.729606E-05  6.394549E-09  8.451164E-09  9.416859E-09  1.130111E-08  5.692100E-03  7.822187E-06  7.739210E-08  2.373849E-09  3.173654E-03  2.182609E-07  4.598735E-08  3.967553E-08
 2.961500E+02  3.219965E-02  2.682090E-05  6.130621E-09  8.104692E-09  9.031368E-09  1.084142E-08  5.705482E-03  7.731451E-06  7.344568E-08  2.328224E-09  3.122361E-03  2.083776E-07  4.426447E-08  3.816087E-08
