#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  5.512072E+01  5.512524E+01  1.437111E+02
 2.741500E+02  5.529619E+01  5.530072E+01  1.443524E+02
 2.751500E+02  5.547160E+01  5.547613E+01  1.449910E+02
 2.761500E+02  5.564672E+01  5.565126E+01  1.456264E+02
 2.771500E+02  5.582142E+01  5.582596E+01  1.462579E+02
 2.781500E+02  5.599555E+01  5.600009E+01  1.468850E+02
 2.791500E+02  5.616896E+01  5.617351E+01  1.475074E+02
 2.801500E+02  5.634153E+01  5.634608E+01  1.481245E+02
 2.811500E+02  5.651314E+01  5.651769E+01  1.487360E+02
 2.821500E+02  5.668367E+01  5.668823E+01  1.493414E+02
 2.831500E+02  5.685303E+01  5.685759E+01  1.499406E+02
 2.841500E+02  5.702111E+01  5.702567E+01  1.505332E+02
 2.851500E+02  5.718784E+01  5.719240E+01  1.511190E+02
 2.861500E+02  5.735314E+01  5.735771E+01  1.516976E+02
 2.871500E+02  5.751695E+01  5.752152E+01  1.522691E+02
 2.881500E+02  5.767921E+01  5.768379E+01  1.528332E+02
 2.891500E+02  5.783989E+01  5.784447E+01  1.533899E+02
 2.901500E+02  5.799894E+01  5.800352E+01  1.539390E+02
 2.911500E+02  5.815633E+01  5.816092E+01  1.544806E+02
 2.921500E+02  5.831206E+01  5.831665E+01  1.550145E+02
 2.931500E+02  5.846609E+01  5.847068E+01  1.555409E+02
 2.941500E+02  5.861843E+01  5.862303E+01  1.560597E+02
 2.951500E+02  5.876908E+01  5.877368E+01  1.565710E+02
 2.961500E+02  5.891804E+01  5.892264E+01  1.570748E+02
 2.971500E+02  5.906532E+01  5.906993E+01  1.575713E+02
 2.981500E+02  5.921094E+01  5.921555E+01  1.580606E+02
 2.991500E+02  5.935492E+01  5.935953E+01  1.585427E+02
 3.001500E+02  5.949728E+01  5.950189E+01  1.590178E+02
 3.011500E+02  5.963804E+01  5.964266E+01  1.594860E+02
 3.021500E+02  5.977724E+01  5.978186E+01  1.599475E+02
 3.031500E+02  5.991491E+01  5.991954E+01  1.604023E+02
 3.041500E+02  6.005108E+01  6.005571E+01  1.608508E+02
 3.051500E+02  6.018579E+01  6.019042E+01  1.612930E+02
 3.061500E+02  6.031908E+01  6.032372E+01  1.617291E+02
 3.071500E+02  6.045098E+01  6.045562E+01  1.621592E+02
 3.081500E+02  6.058154E+01  6.058619E+01  1.625836E+02
 3.091500E+02  6.071080E+01  6.071545E+01  1.630024E+02
 3.101500E+02  6.083880E+01  6.084345E+01  1.634158E+02
 3.111500E+02  6.096558E+01  6.097024E+01  1.638240E+02
 3.121500E+02  6.109119E+01  6.109585E+01  1.642270E+02
 3.131500E+02  6.121567E+01  6.122033E+01  1.646252E+02
 3.141500E+02  6.133907E+01  6.134373E+01  1.650186E+02
 3.151500E+02  6.146142E+01  6.146608E+01  1.654075E+02
 3.161500E+02  6.158277E+01  6.158744E+01  1.657919E+02
 3.171500E+02  8.565395E+01  8.814931E+01  2.498038E+02
 3.181500E+02  8.570312E+01  8.820788E+01  2.499884E+02
 3.191500E+02  8.575222E+01  8.826635E+01  2.501722E+02
 3.201500E+02  8.580124E+01  8.832473E+01  2.503550E+02
 3.211500E+02  8.585018E+01  8.838302E+01  2.505370E+02
 3.221500E+02  8.589905E+01  8.844122E+01  2.507182E+02
 3.231500E+02  8.594786E+01  8.849934E+01  2.508986E+02
 3.241500E+02  8.599660E+01  8.855738E+01  2.510781E+02
 3.251500E+02  8.604527E+01  8.861533E+01  2.512568E+02
 3.261500E+02  8.609389E+01  8.867321E+01  2.514348E+02
 3.271500E+02  8.614245E+01  8.873102E+01  2.516120E+02
 3.281500E+02  8.619095E+01  8.878876E+01  2.517884E+02
 3.291500E+02  8.623940E+01  8.884642E+01  2.519641E+02
 3.301500E+02  8.628779E+01  8.890403E+01  2.521390E+02
 3.311500E+02  8.633614E+01  8.896156E+01  2.523132E+02
 3.321500E+02  8.638444E+01  8.901904E+01  2.524867E+02
 3.331500E+02  8.643270E+01  8.907646E+01  2.526596E+02
 3.341500E+02  8.648092E+01  8.913383E+01  2.528317E+02
 3.351500E+02  8.652909E+01  8.919114E+01  2.530031E+02
 3.361500E+02  8.657723E+01  8.924840E+01  2.531739E+02
 3.371500E+02  8.662533E+01  8.930561E+01  2.533441E+02
 3.381500E+02  8.667339E+01  8.936277E+01  2.535136E+02
 3.391500E+02  8.672143E+01  8.941989E+01  2.536824E+02
 3.401500E+02  8.676943E+01  8.947696E+01  2.538506E+02
 3.411500E+02  8.681740E+01  8.953400E+01  2.540183E+02
 3.421500E+02  8.686535E+01  8.959099E+01  2.541853E+02
 3.431500E+02  8.691327E+01  8.964795E+01  2.543517E+02
 3.441500E+02  8.696117E+01  8.970487E+01  2.545175E+02
 3.451500E+02  8.700904E+01  8.976176E+01  2.546827E+02
 3.461500E+02  8.705690E+01  8.981862E+01  2.548474E+02
 3.471500E+02  8.710473E+01  8.987545E+01  2.550115E+02
 3.481500E+02  8.715255E+01  8.993224E+01  2.551751E+02
 3.491500E+02  8.720036E+01  8.998902E+01  2.553381E+02
 3.501500E+02  8.724814E+01  9.004576E+01  2.555006E+02
 3.511500E+02  8.729592E+01  9.010249E+01  2.556625E+02
 3.521500E+02  8.734368E+01  9.015919E+01  2.558239E+02
 3.531500E+02  8.739144E+01  9.021587E+01  2.559848E+02
 3.541500E+02  8.743918E+01  9.027254E+01  2.561452E+02
 3.551500E+02  8.748692E+01  9.032918E+01  2.563051E+02
 3.561500E+02  8.753465E+01  9.038581E+01  2.564645E+02
 3.571500E+02  8.758238E+01  9.044243E+01  2.566234E+02
 3.581500E+02  8.763010E+01  9.049903E+01  2.567818E+02
 3.591500E+02  8.767782E+01  9.055563E+01  2.569398E+02
 3.601500E+02  8.772554E+01  9.061221E+01  2.570973E+02
 3.611500E+02  8.777325E+01  9.066878E+01  2.572543E+02
 3.621500E+02  8.782097E+01  9.072534E+01  2.574108E+02
 3.631500E+02  8.786869E+01  9.078190E+01  2.575670E+02
 3.641500E+02  8.791641E+01  9.083845E+01  2.577226E+02
 3.651500E+02  8.796414E+01  9.089500E+01  2.578778E+02
 3.661500E+02  8.801187E+01  9.095154E+01  2.580326E+02
 3.671500E+02  8.805961E+01  9.100808E+01  2.581870E+02
 3.681500E+02  8.810735E+01  9.106462E+01  2.583409E+02
 3.691500E+02  8.815510E+01  9.112116E+01  2.584944E+02
 3.701500E+02  8.820286E+01  9.117770E+01  2.586475E+02
 3.711500E+02  8.825063E+01  9.123425E+01  2.588002E+02
 3.721500E+02  8.829841E+01  9.129079E+01  2.589525E+02
 3.731500E+02  8.834621E+01  9.134734E+01  2.591044E+02
 3.741500E+02  8.839401E+01  9.140390E+01  2.592559E+02
 3.751500E+02  8.844183E+01  9.146046E+01  2.594070E+02
 3.761500E+02  8.848966E+01  9.151703E+01  2.595578E+02
 3.771500E+02  8.853750E+01  9.157361E+01  2.597081E+02
 3.781500E+02  8.858536E+01  9.163019E+01  2.598581E+02
 3.791500E+02  8.863323E+01  9.168678E+01  2.600077E+02
 3.801500E+02  8.868113E+01  9.174339E+01  2.601569E+02
 3.811500E+02  8.872904E+01  9.180000E+01  2.603058E+02
 3.821500E+02  8.877696E+01  9.185663E+01  2.604543E+02
 3.831500E+02  8.882491E+01  9.191327E+01  2.606024E+02
 3.841500E+02  8.887287E+01  9.196992E+01  2.607502E+02
 3.851500E+02  8.892086E+01  9.202658E+01  2.608977E+02
 3.861500E+02  8.896887E+01  9.208327E+01  2.610448E+02
 3.871500E+02  8.901689E+01  9.213996E+01  2.611915E+02
 3.881500E+02  8.906494E+01  9.219667E+01  2.613380E+02
 3.891500E+02  8.911301E+01  9.225340E+01  2.614840E+02
 3.901500E+02  8.916111E+01  9.231015E+01  2.616298E+02
 3.911500E+02  8.920922E+01  9.236691E+01  2.617752E+02
 3.921500E+02  8.925737E+01  9.242370E+01  2.619203E+02
 3.931500E+02  8.930553E+01  9.248050E+01  2.620651E+02
 3.941500E+02  8.935372E+01  9.253732E+01  2.622096E+02
 3.951500E+02  8.940194E+01  9.259416E+01  2.623537E+02
 3.961500E+02  8.945018E+01  9.265103E+01  2.624976E+02
 3.971500E+02  8.949845E+01  9.270791E+01  2.626411E+02
 3.981500E+02  8.954675E+01  9.276482E+01  2.627843E+02
 3.991500E+02  8.959507E+01  9.282175E+01  2.629273E+02
