#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.201810E+01  5.202167E+01
 2.741500E+02  5.206075E+01  5.206434E+01
 2.751500E+02  5.210315E+01  5.210676E+01
 2.761500E+02  5.214535E+01  5.214898E+01
 2.771500E+02  5.218740E+01  5.219105E+01
 2.781500E+02  5.222936E+01  5.223302E+01
 2.791500E+02  5.227127E+01  5.227494E+01
 2.801500E+02  5.231317E+01  5.231684E+01
 2.811500E+02  5.235510E+01  5.235878E+01
 2.821500E+02  5.239710E+01  5.240078E+01
 2.831500E+02  5.243921E+01  5.244288E+01
 2.841500E+02  5.248145E+01  5.248512E+01
 2.851500E+02  5.252386E+01  5.252752E+01
 2.861500E+02  5.256646E+01  5.257011E+01
 2.871500E+02  5.260927E+01  5.261291E+01
 2.881500E+02  5.265231E+01  5.265593E+01
 2.891500E+02  5.269559E+01  5.269921E+01
 2.901500E+02  5.273915E+01  5.274274E+01
 2.911500E+02  5.278297E+01  5.278655E+01
 2.921500E+02  5.282708E+01  5.283064E+01
 2.931500E+02  5.287147E+01  5.287502E+01
 2.941500E+02  5.291616E+01  5.291969E+01
 2.951500E+02  5.296115E+01  5.296465E+01
 2.961500E+02  5.300643E+01  5.300991E+01
 2.971500E+02  5.305201E+01  5.305547E+01
 2.981500E+02  5.309788E+01  5.310132E+01
 2.991500E+02  5.314404E+01  5.314746E+01
 3.001500E+02  5.319048E+01  5.319388E+01
 3.011500E+02  5.323720E+01  5.324058E+01
 3.021500E+02  5.328419E+01  5.328755E+01
 3.031500E+02  5.333144E+01  5.333479E+01
 3.041500E+02  5.337894E+01  5.338227E+01
 3.051500E+02  5.342669E+01  5.343000E+01
 3.061500E+02  5.347467E+01  5.347797E+01
 3.071500E+02  5.352288E+01  5.352615E+01
 3.081500E+02  5.357129E+01  5.357455E+01
 3.091500E+02  5.361990E+01  5.362315E+01
 3.101500E+02  5.366870E+01  5.367193E+01
 3.111500E+02  5.371768E+01  5.372089E+01
 3.121500E+02  5.376681E+01  5.377002E+01
 3.131500E+02  5.381610E+01  5.381929E+01
 3.141500E+02  5.386552E+01  5.386870E+01
 3.151500E+02  5.391506E+01  5.391824E+01
 3.161500E+02  5.396472E+01  1.299313E+03
 3.171500E+02  4.271044E+01  1.292755E+03
 3.181500E+02  4.275701E+01  5.214376E+01
 3.191500E+02  4.280377E+01  5.217340E+01
 3.201500E+02  4.285074E+01  5.220352E+01
 3.211500E+02  4.289789E+01  5.223408E+01
 3.221500E+02  4.294524E+01  5.226509E+01
 3.231500E+02  4.299276E+01  5.229654E+01
 3.241500E+02  4.304046E+01  5.232841E+01
 3.251500E+02  4.308834E+01  5.236071E+01
 3.261500E+02  4.313638E+01  5.239341E+01
 3.271500E+02  4.318459E+01  5.242652E+01
 3.281500E+02  4.323295E+01  5.246003E+01
 3.291500E+02  4.328147E+01  5.249393E+01
 3.301500E+02  4.333014E+01  5.252821E+01
 3.311500E+02  4.337896E+01  5.256287E+01
 3.321500E+02  4.342792E+01  5.259789E+01
 3.331500E+02  4.347702E+01  5.263327E+01
 3.341500E+02  4.352625E+01  5.266900E+01
 3.351500E+02  4.357561E+01  5.270508E+01
 3.361500E+02  4.362510E+01  5.274150E+01
 3.371500E+02  4.367471E+01  5.277825E+01
 3.381500E+02  4.372443E+01  5.281532E+01
 3.391500E+02  4.377428E+01  5.285271E+01
