#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  4.461755E-02  4.241753E-02  7.906001E-04                                 112
 2.741500E+02  4.465282E-02  4.241753E-02  7.928161E-04                                 112
 2.751500E+02  4.468835E-02  4.241753E-02  7.973524E-04                                 112
 2.761500E+02  4.472408E-02  4.241753E-02  8.009781E-04                                 112
 2.771500E+02  4.475999E-02  4.241753E-02  8.038234E-04                                 112
 2.781500E+02  4.479604E-02  4.241753E-02  8.059092E-04                                 112
 2.791500E+02  4.483220E-02  4.241753E-02  8.072618E-04                                 112
 2.801500E+02  4.486843E-02  4.241753E-02  8.079125E-04                                 112
 2.811500E+02  4.490470E-02  4.241753E-02  8.078969E-04                                 112
 2.821500E+02  4.494098E-02  4.241753E-02  8.072539E-04                                 112
 2.831500E+02  4.497725E-02  4.241753E-02  8.060251E-04                                 112
 2.841500E+02  4.501349E-02  4.241753E-02  8.042544E-04                                 112
 2.851500E+02  4.504966E-02  4.241753E-02  8.019867E-04                                 112
 2.861500E+02  4.508575E-02  4.241753E-02  7.992678E-04                                 112
 2.871500E+02  4.512173E-02  4.241753E-02  7.961432E-04                                 112
 2.881500E+02  4.515759E-02  4.241753E-02  7.926584E-04                                 112
 2.891500E+02  4.519332E-02  4.241753E-02  7.888575E-04                                 112
 2.901500E+02  4.522889E-02  4.241753E-02  7.847838E-04                                 112
 2.911500E+02  4.526431E-02  4.241753E-02  7.804785E-04                                 112
 2.921500E+02  4.529955E-02  4.241753E-02  7.759812E-04                                 112
 2.931500E+02  4.533461E-02  4.241753E-02  7.713295E-04                                 112
 2.941500E+02  4.536949E-02  4.241753E-02  7.665588E-04                                 112
 2.951500E+02  4.540417E-02  4.241753E-02  7.617022E-04                                 112
 2.961500E+02  4.543866E-02  4.241753E-02  7.567906E-04                                 112
 2.971500E+02  4.547294E-02  4.241753E-02  7.518527E-04                                 112
 2.981500E+02  4.550703E-02  4.241753E-02  7.469151E-04                                 112
 2.991500E+02  4.554092E-02  4.241753E-02  7.420022E-04                                 112
 3.001500E+02  4.557462E-02  4.241753E-02  7.371363E-04                                 112
 3.011500E+02  4.560811E-02  4.241753E-02  7.323379E-04                                 112
