#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  5.097942E-01  9.321703E-04  4.512869E-07  5.923250E-07  6.590086E-07  7.857858E-07  2.089403E-01  1.623718E-03  1.283404E-04  1.800753E-06  2.784434E-01  1.189290E-04  7.812998E-06  6.860639E-06
 2.741500E+02  5.115672E-01  9.202342E-04  4.331263E-07  5.686812E-07  6.327503E-07  7.547139E-07  2.107236E-01  1.610121E-03  1.213280E-04  1.768518E-06  2.749259E-01  1.133276E-04  7.524020E-06  6.601187E-06
 2.751500E+02  5.133188E-01  9.085211E-04  4.158187E-07  5.461404E-07  6.077150E-07  7.250800E-07  2.124853E-01  1.596425E-03  1.147122E-04  1.736607E-06  2.714506E-01  1.080074E-04  7.247050E-06  6.352742E-06
 2.761500E+02  5.150490E-01  8.970256E-04  3.993188E-07  5.246443E-07  5.838382E-07  6.968085E-07  2.142255E-01  1.582640E-03  1.084704E-04  1.705038E-06  2.680174E-01  1.029538E-04  6.981543E-06  6.114797E-06
 2.771500E+02  5.167579E-01  8.857424E-04  3.835839E-07  5.041379E-07  5.610590E-07  6.698283E-07  2.159442E-01  1.568780E-03  1.025812E-04  1.673824E-06  2.646263E-01  9.815294E-05  6.726985E-06  5.886868E-06
 2.781500E+02  5.184453E-01  8.746663E-04  3.685738E-07  4.845695E-07  5.393203E-07  6.440725E-07  2.176413E-01  1.554856E-03  9.702435E-05  1.642979E-06  2.612774E-01  9.359156E-05  6.482884E-06  5.668497E-06
 2.791500E+02  5.201114E-01  8.637924E-04  3.542506E-07  4.658906E-07  5.185680E-07  6.194780E-07  2.193171E-01  1.540880E-03  9.178093E-05  1.612514E-06  2.579705E-01  8.925726E-05  6.248773E-06  5.459249E-06
 2.801500E+02  5.217563E-01  8.531159E-04  3.405787E-07  4.480552E-07  4.987515E-07  5.959854E-07  2.209714E-01  1.526863E-03  8.683293E-05  1.582439E-06  2.547056E-01  8.513824E-05  6.024207E-06  5.258707E-06
 2.811500E+02  5.233799E-01  8.426322E-04  3.275246E-07  4.310202E-07  4.798230E-07  5.735387E-07  2.226044E-01  1.512814E-03  8.216341E-05  1.552764E-06  2.514826E-01  8.122333E-05  5.808761E-06  5.066478E-06
 2.821500E+02  5.249824E-01  8.323368E-04  3.150567E-07  4.147448E-07  4.617372E-07  5.520850E-07  2.242161E-01  1.498746E-03  7.775638E-05  1.523497E-06  2.483014E-01  7.750194E-05  5.602032E-06  4.882186E-06
 2.831500E+02  5.265638E-01  8.222254E-04  3.031451E-07  3.991907E-07  4.444516E-07  5.315744E-07  2.258067E-01  1.484665E-03  7.359677E-05  1.494645E-06  2.451618E-01  7.396405E-05  5.403634E-06  4.705472E-06
 2.841500E+02  5.281243E-01  8.122939E-04  2.917617E-07  3.843216E-07  4.279262E-07  5.119600E-07  2.273762E-01  1.470583E-03  6.967036E-05  1.466214E-06  2.420635E-01  7.060018E-05  5.213203E-06  4.535999E-06
 2.851500E+02  5.296639E-01  8.025381E-04  2.808799E-07  3.701032E-07  4.121228E-07  4.931972E-07  2.289248E-01  1.456506E-03  6.596377E-05  1.438208E-06  2.390065E-01  6.740135E-05  5.030388E-06  4.373440E-06
 2.861500E+02  5.311828E-01  7.929541E-04  2.704748E-07  3.565033E-07  3.970059E-07  4.752441E-07  2.304525E-01  1.442445E-03  6.246435E-05  1.410633E-06  2.359905E-01  6.435904E-05  4.854856E-06  4.217488E-06
 2.871500E+02  5.326811E-01  7.835382E-04  2.605226E-07  3.434914E-07  3.825415E-07  4.580611E-07  2.319595E-01  1.428406E-03  5.916021E-05  1.383490E-06  2.330153E-01  6.146519E-05  4.686291E-06  4.067850E-06
 2.881500E+02  5.341588E-01  7.742866E-04  2.510010E-07  3.310386E-07  3.686977E-07  4.416105E-07  2.334460E-01  1.414397E-03  5.604014E-05  1.356784E-06  2.300805E-01  5.871218E-05  4.524389E-06  3.924246E-06
 2.891500E+02  5.356163E-01  7.651958E-04  2.418888E-07  3.191177E-07  3.554443E-07  4.258570E-07  2.349120E-01  1.400424E-03  5.309356E-05  1.330514E-06  2.271861E-01  5.609277E-05  4.368863E-06  3.786410E-06
