#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  3.773898E-02  4.931343E-05  2.274763E-08  2.985681E-08  3.321808E-08  3.960842E-08  6.450079E-03  3.661041E-06  2.990490E-08  2.664775E-04  3.833401E-08  1.257860E-07  7.487160E-08
 2.741500E+02  3.760355E-02  4.827387E-05  2.161995E-08  2.838631E-08  3.158439E-08  3.767233E-08  6.432163E-03  3.568050E-06  2.759855E-08  2.590250E-04  3.570439E-08  1.175369E-07  7.062985E-08
 2.751500E+02  3.746905E-02  4.726406E-05  2.055650E-08  2.699912E-08  3.004313E-08  3.584521E-08  6.414202E-03  3.477942E-06  2.548376E-08  2.518301E-04  3.327182E-08  1.098813E-07  6.665753E-08
 2.761500E+02  3.733548E-02  4.628296E-05  1.955321E-08  2.568995E-08  2.858846E-08  3.412021E-08  6.396201E-03  3.390616E-06  2.354359E-08  2.448825E-04  3.102040E-08  1.027731E-07  6.293586E-08
 2.771500E+02  3.720281E-02  4.532958E-05  1.860626E-08  2.445389E-08  2.721493E-08  3.249093E-08  6.378169E-03  3.305978E-06  2.176266E-08  2.381724E-04  2.893559E-08  9.616999E-08  5.944747E-08
 2.781500E+02  3.707105E-02  4.440296E-05  1.771211E-08  2.328639E-08  2.591748E-08  3.095143E-08  6.360111E-03  3.223934E-06  2.012705E-08  2.316903E-04  2.700410E-08  9.003320E-08  5.617630E-08
 2.791500E+02  3.694018E-02  4.350219E-05  1.686748E-08  2.218317E-08  2.469138E-08  2.949617E-08  6.342033E-03  3.144394E-06  1.862410E-08  2.254275E-04  2.521377E-08  8.432710E-08  5.310749E-08
 2.801500E+02  3.681020E-02  4.262639E-05  1.606930E-08  2.114029E-08  2.353226E-08  2.811998E-08  6.323941E-03  3.067273E-06  1.724234E-08  2.193752E-04  2.355348E-08  7.901897E-08  5.022726E-08
 2.811500E+02  3.668109E-02  4.177471E-05  1.531469E-08  2.015404E-08  2.243600E-08  2.681804E-08  6.305840E-03  2.992489E-06  1.597133E-08  2.135253E-04  2.201301E-08  7.407876E-08  4.752288E-08
 2.821500E+02  3.655286E-02  4.094635E-05  1.460101E-08  1.922097E-08  2.139878E-08  2.558587E-08  6.287735E-03  2.919959E-06  1.480158E-08  2.078700E-04  2.058304E-08  6.947884E-08  4.498251E-08
 2.831500E+02  3.642549E-02  4.014052E-05  1.392576E-08  1.833787E-08  2.041705E-08  2.441926E-08  6.269631E-03  2.849609E-06  1.372449E-08  2.024017E-04  1.925500E-08  6.519381E-08  4.259521E-08
 2.841500E+02  3.629898E-02  3.935647E-05  1.328662E-08  1.750173E-08  1.948746E-08  2.331430E-08  6.251532E-03  2.781363E-06  1.273219E-08  1.971132E-04  1.802104E-08  6.120028E-08  4.035082E-08
 2.851500E+02  3.617332E-02  3.859349E-05  1.268143E-08  1.670976E-08  1.860691E-08  2.226733E-08  6.233444E-03  2.715149E-06  1.181756E-08  1.919977E-04  1.687394E-08  5.747675E-08  3.823990E-08
 2.861500E+02  3.604850E-02  3.785087E-05  1.210816E-08  1.595934E-08  1.777249E-08  2.127492E-08  6.215369E-03  2.650899E-06  1.097408E-08  1.870487E-04  1.580710E-08  5.400340E-08  3.625370E-08
 2.871500E+02  3.592451E-02  3.712797E-05  1.156492E-08  1.524800E-08  1.698149E-08  2.033389E-08  6.197311E-03  2.588547E-06  1.019583E-08  1.822597E-04  1.481443E-08  5.076197E-08  3.438410E-08
 2.881500E+02  3.580134E-02  3.642412E-05  1.104994E-08  1.457348E-08  1.623136E-08  1.944124E-08  6.179275E-03  2.528027E-06  9.477418E-09  1.776247E-04  1.389035E-08  4.773565E-08  3.262352E-08
