#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  8.418403E-01  2.200061E-03  1.522288E-06  1.998040E-06  2.222979E-06  2.650625E-06  1.438814E-01  1.633331E-04  2.001259E-06  1.188858E-02  2.565341E-06  8.417697E-06  5.010464E-06
 2.741500E+02  8.420234E-01  2.161909E-03  1.452350E-06  1.906889E-06  2.121724E-06  2.530690E-06  1.440298E-01  1.597924E-04  1.853970E-06  1.160024E-02  2.398491E-06  7.895702E-06  4.744657E-06
 2.751500E+02  8.422010E-01  2.124731E-03  1.386160E-06  1.820597E-06  2.025860E-06  2.417104E-06  1.441736E-01  1.563491E-04  1.718414E-06  1.132089E-02  2.243576E-06  7.409484E-06  4.494832E-06
 2.761500E+02  8.423732E-01  2.088498E-03  1.323494E-06  1.738871E-06  1.935062E-06  2.309488E-06  1.443128E-01  1.530000E-04  1.593590E-06  1.105021E-02  2.099672E-06  6.956383E-06  4.259928E-06
 2.771500E+02  8.425404E-01  2.053178E-03  1.264140E-06  1.661438E-06  1.849028E-06  2.207488E-06  1.444478E-01  1.497424E-04  1.478592E-06  1.078789E-02  1.965932E-06  6.533950E-06  4.038961E-06
 2.781500E+02  8.427026E-01  2.018745E-03  1.207900E-06  1.588045E-06  1.767476E-06  2.110773E-06  1.445786E-01  1.465735E-04  1.372590E-06  1.053361E-02  1.841579E-06  6.139930E-06  3.831015E-06
 2.791500E+02  8.428600E-01  1.985170E-03  1.154590E-06  1.518453E-06  1.690142E-06  2.019032E-06  1.447055E-01  1.434906E-04  1.274832E-06  1.028711E-02  1.725900E-06  5.772247E-06  3.635243E-06
 2.801500E+02  8.430128E-01  1.952426E-03  1.104038E-06  1.452440E-06  1.616780E-06  1.931978E-06  1.448284E-01  1.404910E-04  1.184632E-06  1.004809E-02  1.618238E-06  5.428985E-06  3.450856E-06
 2.811500E+02  8.431611E-01  1.920489E-03  1.056083E-06  1.389798E-06  1.547159E-06  1.849339E-06  1.449477E-01  1.375722E-04  1.101363E-06  9.816297E-03  1.517990E-06  5.108381E-06  3.277119E-06
 2.821500E+02  8.433052E-01  1.889333E-03  1.010573E-06  1.330331E-06  1.481064E-06  1.770862E-06  1.450633E-01  1.347318E-04  1.024455E-06  9.591470E-03  1.424604E-06  4.808805E-06  3.113353E-06
 2.831500E+02  8.434451E-01  1.858935E-03  9.673677E-07  1.273859E-06  1.418292E-06  1.696310E-06  1.451755E-01  1.319674E-04  9.533859E-07  9.373364E-03  1.337569E-06  4.528756E-06  2.958921E-06
 2.841500E+02  8.435810E-01  1.829273E-03  9.263352E-07  1.220210E-06  1.358654E-06  1.625459E-06  1.452843E-01  1.292766E-04  8.876806E-07  9.161743E-03  1.256416E-06  4.266846E-06  2.813235E-06
