#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  4.940141E-01  1.930641E-03  8.143724E-05  4.871031E-01  7.658359E-03  1.224659E-03  1.718327E-05  3.057865E-03  4.162579E-03  4.093842E-04  1.503323E-04  1.903979E-04
 2.741500E+02  4.941717E-01  1.885870E-03  7.526420E-05  4.874690E-01  7.490783E-03  1.135179E-03  1.654675E-05  2.990436E-03  4.070531E-03  3.792975E-04  1.391376E-04  1.762898E-04
 2.751500E+02  4.943229E-01  1.842470E-03  6.960061E-05  4.878187E-01  7.327812E-03  1.052766E-03  1.593764E-05  2.924932E-03  3.981124E-03  3.516084E-04  1.288488E-04  1.633184E-04
 2.761500E+02  4.944682E-01  1.800391E-03  6.440122E-05  4.881531E-01  7.169315E-03  9.768264E-04  1.535466E-05  2.861292E-03  3.894272E-03  3.261125E-04  1.193874E-04  1.513855E-04
 2.771500E+02  4.946079E-01  1.759585E-03  5.962508E-05  4.884731E-01  7.015162E-03  9.068174E-04  1.479661E-05  2.799457E-03  3.809894E-03  3.026238E-04  1.106819E-04  1.404017E-04
 2.781500E+02  4.947422E-01  1.720006E-03  5.523508E-05  4.887797E-01  6.865226E-03  8.422450E-04  1.426230E-05  2.739367E-03  3.727909E-03  2.809732E-04  1.026674E-04  1.302859E-04
 2.791500E+02  4.948714E-01  1.681611E-03  5.119760E-05  4.890735E-01  6.719385E-03  7.826584E-04  1.375065E-05  2.680968E-03  3.648239E-03  2.610066E-04  9.528496E-05  1.209644E-04
 2.801500E+02  4.949959E-01  1.644356E-03  4.748213E-05  4.893554E-01  6.577517E-03  7.276461E-04  1.326058E-05  2.624204E-03  3.570810E-03  2.425833E-04  8.848101E-05  1.123701E-04
 2.811500E+02  4.951158E-01  1.608201E-03  4.406099E-05  4.896260E-01  6.439503E-03  6.768324E-04  1.279111E-05  2.569023E-03  3.495548E-03  2.255755E-04  8.220678E-05  1.044420E-04
 2.821500E+02  4.952315E-01  1.573109E-03  4.090904E-05  4.898859E-01  6.305229E-03  6.298743E-04  1.234126E-05  2.515374E-03  3.422385E-03  2.098664E-04  7.641788E-05  9.712432E-05
 2.831500E+02  4.953430E-01  1.539040E-03  3.800343E-05  4.901358E-01  6.174582E-03  5.864584E-04  1.191013E-05  2.463208E-03  3.351253E-03  1.953494E-04  7.107388E-05  9.036657E-05
 2.841500E+02  4.954506E-01  1.505960E-03  3.532338E-05  4.903761E-01  6.047452E-03  5.462983E-04  1.149685E-05  2.412478E-03  3.282084E-03  1.819273E-04  6.613796E-05  8.412256E-05
 2.851500E+02  4.955546E-01  1.473834E-03  3.285001E-05  4.906074E-01  5.923734E-03  5.091320E-04  1.110061E-05  2.363136E-03  3.214818E-03  1.695112E-04  6.157653E-05  7.835016E-05
 2.861500E+02  4.956550E-01  1.442629E-03  3.056609E-05  4.908302E-01  5.803324E-03  4.747200E-04  1.072060E-05  2.315140E-03  3.149391E-03  1.580201E-04  5.735895E-05  7.301097E-05
 2.871500E+02  4.957520E-01  1.412314E-03  2.845595E-05  4.910448E-01  5.686122E-03  4.428430E-04  1.035610E-05  2.268445E-03  3.085746E-03  1.473798E-04  5.345727E-05  6.806989E-05
 2.881500E+02  4.958458E-01  1.382857E-03  2.650531E-05  4.912518E-01  5.572030E-03  4.133004E-04  1.000639E-05  2.223010E-03  3.023824E-03  1.375223E-04  4.984595E-05  6.349488E-05
