#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  2.223313E-02  4.344429E-05  1.221696E-06  2.192210E-02  1.723324E-04  1.837195E-05  2.577780E-07  6.880968E-05  9.366852E-05  6.141451E-06  2.255238E-06  2.856289E-06
 2.741500E+02  2.215277E-02  4.226998E-05  1.124650E-06  2.185230E-02  1.678987E-04  1.696264E-05  2.472530E-07  6.702776E-05  9.123706E-05  5.667728E-06  2.079091E-06  2.634245E-06
 2.751500E+02  2.207301E-02  4.113594E-05  1.035959E-06  2.178258E-02  1.636045E-04  1.566973E-05  2.372212E-07  6.530353E-05  8.888461E-05  5.233460E-06  1.917830E-06  2.430887E-06
 2.761500E+02  2.199384E-02  4.004051E-05  9.548510E-07  2.171294E-02  1.594448E-04  1.448301E-05  2.276574E-07  6.363484E-05  8.660821E-05  4.835138E-06  1.770109E-06  2.244531E-06
 2.771500E+02  2.191525E-02  3.898214E-05  8.806293E-07  2.164343E-02  1.554150E-04  1.339319E-05  2.185376E-07  6.201963E-05  8.440502E-05  4.469586E-06  1.634710E-06  2.073655E-06
 2.781500E+02  2.183722E-02  3.795933E-05  8.126663E-07  2.157405E-02  1.515107E-04  1.239184E-05  2.098394E-07  6.045591E-05  8.227232E-05  4.133922E-06  1.510531E-06  1.916879E-06
 2.791500E+02  2.175976E-02  3.697066E-05  7.503953E-07  2.150483E-02  1.477275E-04  1.147130E-05  2.015411E-07  5.894180E-05  8.020751E-05  3.825533E-06  1.396577E-06  1.772957E-06
 2.801500E+02  2.168285E-02  3.601477E-05  6.933041E-07  2.143578E-02  1.440611E-04  1.062463E-05  1.936227E-07  5.747546E-05  7.820806E-05  3.542049E-06  1.291944E-06  1.640758E-06
 2.811500E+02  2.160649E-02  3.509037E-05  6.409298E-07  2.136692E-02  1.405076E-04  9.845489E-06  1.860648E-07  5.605514E-05  7.627159E-05  3.281317E-06  1.195815E-06  1.519257E-06
 2.821500E+02  2.153067E-02  3.419621E-05  5.928534E-07  2.129827E-02  1.370630E-04  9.128132E-06  1.788494E-07  5.467917E-05  7.439576E-05  3.041381E-06  1.107447E-06  1.407525E-06
 2.831500E+02  2.145538E-02  3.333114E-05  5.486958E-07  2.122983E-02  1.337235E-04  8.467322E-06  1.719592E-07  5.334593E-05  7.257838E-05  2.820466E-06  1.026169E-06  1.304718E-06
 2.841500E+02  2.138061E-02  3.249400E-05  5.081135E-07  2.116162E-02  1.304855E-04  7.858294E-06  1.653779E-07  5.205387E-05  7.081732E-05  2.616955E-06  9.513695E-07  1.210071E-06
 2.851500E+02  2.130636E-02  3.168374E-05  4.707952E-07  2.109366E-02  1.273454E-04  7.296708E-06  1.590901E-07  5.080150E-05  6.911052E-05  2.429378E-06  8.824940E-07  1.122888E-06
 2.861500E+02  2.123263E-02  3.089933E-05  4.364584E-07  2.102594E-02  1.243000E-04  6.778608E-06  1.530813E-07  4.958741E-05  6.745604E-05  2.256397E-06  8.190383E-07  1.042536E-06
 2.871500E+02  2.115940E-02  3.013977E-05  4.048468E-07  2.095849E-02  1.213459E-04  6.300390E-06  1.473377E-07  4.841022E-05  6.585200E-05  2.096792E-06  7.605440E-07  9.684398E-07
 2.881500E+02  2.108667E-02  2.940414E-05  3.757275E-07  2.089130E-02  1.184799E-04  5.858763E-06  1.418461E-07  4.726861E-05  6.429658E-05  1.949455E-06  7.065941E-07  9.000752E-07
 2.891500E+02  2.101444E-02  2.869153E-05  3.488891E-07  2.082439E-02  1.156991E-04  5.450728E-06  1.365942E-07  4.616132E-05  6.278807E-05  1.813372E-06  6.568088E-07  8.369653E-07
 2.901500E+02  2.094269E-02  2.800109E-05  3.241390E-07  2.075775E-02  1.130006E-04  5.073545E-06  1.315703E-07  4.508714E-05  6.132478E-05  1.687619E-06  6.108424E-07  7.786754E-07
 2.911500E+02  2.087143E-02  2.733199E-05  3.013023E-07  2.069140E-02  1.103815E-04  4.724711E-06  1.267632E-07  4.404491E-05  5.990513E-05  1.571354E-06  5.683794E-07  7.248092E-07
 2.921500E+02  2.080065E-02  2.668344E-05  2.802195E-07  2.062535E-02  1.078391E-04  4.401939E-06  1.221626E-07  4.303350E-05  5.852758E-05  1.463807E-06  5.291326E-07  6.750051E-07
 2.931500E+02  2.073034E-02  2.605470E-05  2.607455E-07  2.055959E-02  1.053708E-04  4.103139E-06  1.177583E-07  4.205184E-05  5.719066E-05  1.364275E-06  4.928395E-07  6.289331E-07
 2.941500E+02  2.066050E-02  2.544504E-05  2.427479E-07  2.049413E-02  1.029741E-04  3.826399E-06  1.135410E-07  4.109889E-05  5.589295E-05  1.272116E-06  4.592607E-07  5.862918E-07
 2.951500E+02  2.059113E-02  2.485376E-05  2.261060E-07  2.042897E-02  1.006466E-04  3.569968E-06  1.095017E-07  4.017367E-05  5.463309E-05  1.186741E-06  4.281774E-07  5.468059E-07
 2.961500E+02  2.052221E-02  2.428021E-05  2.107097E-07  2.036412E-02  9.838593E-05  3.332245E-06  1.056320E-07  3.927523E-05  5.340977E-05  1.107613E-06  3.993898E-07  5.102234E-07
