#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  4.434992E-02  4.302109E-02  1.995288E-04                                 112
 2.741500E+02  4.435877E-02  4.302109E-02  2.007007E-04                                 112
 2.751500E+02  4.436773E-02  4.302109E-02  2.030973E-04                                 112
 2.761500E+02  4.437679E-02  4.302109E-02  2.055246E-04                                 112
 2.771500E+02  4.438597E-02  4.302109E-02  2.079857E-04                                 112
 2.781500E+02  4.439525E-02  4.302109E-02  2.104797E-04                                 112
 2.791500E+02  4.440465E-02  4.302109E-02  2.130055E-04                                 112
 2.801500E+02  4.441417E-02  4.302109E-02  2.155620E-04                                 112
 2.811500E+02  4.442380E-02  4.302109E-02  2.181482E-04                                 112
 2.821500E+02  4.443355E-02  4.302109E-02  2.207627E-04                                 112
 2.831500E+02  4.444342E-02  4.302109E-02  2.234046E-04                                 112
 2.841500E+02  4.445341E-02  4.302109E-02  2.260725E-04                                 112
 2.851500E+02  4.446352E-02  4.302109E-02  2.287651E-04                                 112
 2.861500E+02  4.447375E-02  4.302109E-02  2.314812E-04                                 112
 2.871500E+02  4.448411E-02  4.302109E-02  2.342196E-04                                 112
 2.881500E+02  4.449459E-02  4.302109E-02  2.369788E-04                                 112
 2.891500E+02  4.450520E-02  4.302109E-02  2.397577E-04                                 112
 2.901500E+02  4.451593E-02  4.302109E-02  2.425548E-04                                 112
 2.911500E+02  4.452679E-02  4.302109E-02  2.453689E-04                                 112
 2.921500E+02  4.453778E-02  4.302109E-02  2.481987E-04                                 112
 2.931500E+02  4.454890E-02  4.302109E-02  2.510429E-04                                 112
 2.941500E+02  4.456015E-02  4.302109E-02  2.539003E-04                                 112
 2.951500E+02  4.457153E-02  4.302109E-02  2.567695E-04                                 112
 2.961500E+02  4.458304E-02  4.302109E-02  2.596495E-04                                 112
 2.971500E+02  4.459468E-02  4.302109E-02  2.625391E-04                                 112
 2.981500E+02  4.460646E-02  4.302109E-02  2.654371E-04                                 112
 2.991500E+02  4.461836E-02  4.302109E-02  2.683425E-04                                 112
 3.001500E+02  4.463040E-02  4.302109E-02  2.712544E-04                                 112
 3.011500E+02  4.464257E-02  4.302109E-02  2.741717E-04                                 112
 3.021500E+02  4.465488E-02  4.302109E-02  2.770937E-04                                 112
 3.031500E+02  4.466732E-02  4.302109E-02  2.800195E-04                                 112
