#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  1.780642E-02  2.786431E-05  6.275064E-07  2.628652E-02  2.477607E-04  3.166907E-05  4.443508E-07  6.607545E-05  8.994650E-05  7.070923E-06  1.734293E-06  2.196505E-06
 2.741500E+02  1.774119E-02  2.710848E-05  5.775757E-07  2.620387E-02  2.414056E-04  2.924321E-05  4.262588E-07  6.436374E-05  8.761084E-05  6.525703E-06  1.598742E-06  2.025634E-06
 2.751500E+02  1.767651E-02  2.637879E-05  5.319548E-07  2.612122E-02  2.352487E-04  2.701728E-05  4.090096E-07  6.270749E-05  8.535114E-05  6.025867E-06  1.474658E-06  1.869158E-06
 2.761500E+02  1.761235E-02  2.567414E-05  4.902437E-07  2.603862E-02  2.292833E-04  2.497376E-05  3.925607E-07  6.110464E-05  8.316456E-05  5.567383E-06  1.361004E-06  1.725778E-06
 2.771500E+02  1.754871E-02  2.499351E-05  4.520823E-07  2.595609E-02  2.235030E-04  2.309677E-05  3.768717E-07  5.955319E-05  8.104835E-05  5.146598E-06  1.256838E-06  1.594319E-06
 2.781500E+02  1.748558E-02  2.433591E-05  4.171458E-07  2.587366E-02  2.179013E-04  2.137187E-05  3.619043E-07  5.805125E-05  7.899990E-05  4.760201E-06  1.161312E-06  1.473717E-06
 2.791500E+02  1.742294E-02  2.370040E-05  3.851412E-07  2.579137E-02  2.124724E-04  1.978594E-05  3.476222E-07  5.659698E-05  7.701670E-05  4.405188E-06  1.073658E-06  1.363011E-06
 2.801500E+02  1.736078E-02  2.308610E-05  3.558040E-07  2.570924E-02  2.072102E-04  1.832704E-05  3.339910E-07  5.518862E-05  7.509632E-05  4.078833E-06  9.931798E-07  1.261330E-06
 2.811500E+02  1.729910E-02  2.249215E-05  3.288949E-07  2.562729E-02  2.021091E-04  1.698433E-05  3.209782E-07  5.382449E-05  7.323645E-05  3.778660E-06  9.192466E-07  1.167883E-06
 2.821500E+02  1.723789E-02  2.191774E-05  3.041978E-07  2.554555E-02  1.971635E-04  1.574794E-05  3.085527E-07  5.250298E-05  7.143487E-05  3.502421E-06  8.512874E-07  1.081955E-06
 2.831500E+02  1.717714E-02  2.136211E-05  2.815171E-07  2.546402E-02  1.923682E-04  1.460887E-05  2.966853E-07  5.122253E-05  6.968945E-05  3.248073E-06  7.887837E-07  1.002896E-06
 2.841500E+02  1.711684E-02  2.082451E-05  2.606756E-07  2.538274E-02  1.877179E-04  1.355895E-05  2.853483E-07  4.998165E-05  6.799814E-05  3.013756E-06  7.312653E-07  9.301150E-07
 2.851500E+02  1.705698E-02  2.030425E-05  2.415127E-07  2.530171E-02  1.832078E-04  1.259071E-05  2.745154E-07  4.877891E-05  6.635898E-05  2.797779E-06  6.783048E-07  8.630772E-07
 2.861500E+02  1.699756E-02  1.980065E-05  2.238830E-07  2.522095E-02  1.788330E-04  1.169736E-05  2.641616E-07  4.761294E-05  6.477008E-05  2.598602E-06  6.295141E-07  8.012949E-07
 2.871500E+02  1.693856E-02  1.931308E-05  2.076542E-07  2.514047E-02  1.745890E-04  1.087271E-05  2.542636E-07  4.648243E-05  6.322964E-05  2.414825E-06  5.845403E-07  7.443252E-07
 2.881500E+02  1.688000E-02  1.884093E-05  1.927065E-07  2.506028E-02  1.704712E-04  1.011108E-05  2.447987E-07  4.538610E-05  6.173592E-05  2.245168E-06  5.430621E-07  6.917645E-07
 2.891500E+02  1.682184E-02  1.838361E-05  1.789310E-07  2.498040E-02  1.664753E-04  9.407335E-06  2.357460E-07  4.432274E-05  6.028725E-05  2.088467E-06  5.047874E-07  6.432458E-07
 2.901500E+02  1.676410E-02  1.794056E-05  1.662286E-07  2.490083E-02  1.625972E-04  8.756748E-06  2.270854E-07  4.329119E-05  5.888203E-05  1.943659E-06  4.694498E-07  5.984343E-07
 2.911500E+02  1.670677E-02  1.751125E-05  1.545091E-07  2.482158E-02  1.588330E-04  8.155015E-06  2.187978E-07  4.229032E-05  5.751873E-05  1.809774E-06  4.368068E-07  5.570250E-07
 2.921500E+02  1.664983E-02  1.709517E-05  1.436907E-07  2.474267E-02  1.551787E-04  7.598202E-06  2.108652E-07  4.131907E-05  5.619587E-05  1.685926E-06  4.066371E-07  5.187398E-07
 2.931500E+02  1.659329E-02  1.669184E-05  1.336986E-07  2.466408E-02  1.516307E-04  7.082710E-06  2.032706E-07  4.037639E-05  5.491204E-05  1.571306E-06  3.787389E-07  4.833245E-07
 2.941500E+02  1.653714E-02  1.630077E-05  1.244647E-07  2.458584E-02  1.481853E-04  6.605246E-06  1.959979E-07  3.946129E-05  5.366587E-05  1.465175E-06  3.529279E-07  4.505474E-07
 2.951500E+02  1.648138E-02  1.592154E-05  1.159270E-07  2.450795E-02  1.448392E-04  6.162798E-06  1.890316E-07  3.857283E-05  5.245606E-05  1.366855E-06  3.290358E-07  4.201966E-07
 2.961500E+02  1.642599E-02  1.555370E-05  1.080287E-07  2.443041E-02  1.415890E-04  5.752604E-06  1.823572E-07  3.771008E-05  5.128136E-05  1.275728E-06  3.069088E-07  3.920783E-07
 2.971500E+02  1.637098E-02  1.519685E-05  1.007183E-07  2.435323E-02  1.384314E-04  5.372139E-06  1.759610E-07  3.687217E-05  5.014055E-05  1.191227E-06  2.864064E-07  3.660154E-07
 2.981500E+02  1.631634E-02  1.485059E-05  9.394853E-08  2.427640E-02  1.353636E-04  5.019084E-06  1.698299E-07  3.605824E-05  4.903247E-05  1.112833E-06  2.673998E-07  3.418457E-07
 2.991500E+02  1.626207E-02  1.451455E-05  8.767613E-08  2.419995E-02  1.323823E-04  4.691315E-06  1.639515E-07  3.526748E-05  4.795602E-05  1.040070E-06  2.497713E-07  3.194208E-07
 3.001500E+02  1.620816E-02  1.418836E-05  8.186167E-08  2.412385E-02  1.294849E-04  4.386883E-06  1.583139E-07  3.449911E-05  4.691012E-05  9.725030E-07  2.334130E-07  2.986048E-07
 3.011500E+02  1.615461E-02  1.387169E-05  7.646903E-08  2.404813E-02  1.266685E-04  4.103998E-06  1.529061E-07  3.375238E-05  4.589373E-05  9.097307E-07  2.182261E-07  2.792728E-07
 3.021500E+02  1.610141E-02  1.356419E-05  7.146513E-08  2.397278E-02  1.239304E-04  3.841018E-06  1.477174E-07  3.302656E-05  4.490588E-05  8.513864E-07  2.041201E-07  2.613106E-07
 3.031500E+02  1.604856E-02  1.326555E-05  6.681968E-08  2.389780E-02  1.212682E-04  3.596434E-06  1.427377E-07  3.232095E-05  4.394559E-05  7.971331E-07  1.910118E-07  2.446133E-07
 3.041500E+02  1.599606E-02  1.297546E-05  6.250491E-08  2.382319E-02  1.186794E-04  3.368859E-06  1.379576E-07  3.163490E-05  4.301197E-05  7.466610E-07  1.788250E-07  2.290847E-07
 3.051500E+02  1.594391E-02  1.269362E-05  5.849537E-08  2.374896E-02  1.161615E-04  3.157017E-06  1.333680E-07  3.096774E-05  4.210412E-05  6.996857E-07  1.674896E-07  2.146362E-07
