#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        c1w1-2        c1w2-1        c1w3-1        c1w4-1        c1w4-3        c1w5-7        c2w1-1        c2w1-9        c2w2-1        c2w3-1        c2w3-6        c2w4-6        c2w4-8        c3w1-5        c3w2-2        c3w2-8        c3w3-2        c3w3-5        c3w3-9        c4w1-2        c4w1-5        c4w1-6        c4w1-9        c4w2-6        c4w2-7        c5w1-5
 2.731500E+02  2.529010E-03  8.303424E-04  7.218068E-05  9.473889E-05  1.054045E-04  1.256818E-04  3.988162E-05  1.667703E-05  2.227212E-07  1.563919E-05  3.329388E-05  3.482385E-05  4.872992E-05  2.233478E-06  1.813382E-05  1.394344E-05  9.965199E-06  6.188825E-06  3.748178E-07  2.588534E-04  9.020377E-05  3.197129E-04  4.485914E-06  1.233896E-02  1.438317E-02  1.317562E-02  4.961621E-05  8.409691E-05  1.875115E-01  2.551632E-01  1.879983E-01  4.979317E-04  7.548247E-03  7.573828E-03  1.780143E-01  6.194054E-02  1.186338E-03  2.601466E-04  2.633426E-02  8.957987E-03  2.275910E-02  3.120772E-04  2.740368E-04  6.460705E-04  2.804828E-04  2.940387E-04  2.400698E-03  4.642898E-03  6.292980E-05  3.668512E-04  8.398029E-05  9.334347E-06  3.740423E-05  5.226057E-05  2.328714E-06  2.325453E-06  9.053321E-06  6.187210E-07  2.761996E-05  4.588167E-05  1.246713E-06
 2.741500E+02  2.521668E-03  8.093112E-04  6.796161E-05  8.923146E-05  9.928450E-05  1.184218E-04  3.604461E-05  1.512383E-05  2.027725E-07  1.418080E-05  3.022016E-05  3.158797E-05  4.417040E-05  1.916306E-06  1.571224E-05  1.207636E-05  8.644713E-06  5.103815E-06  3.096966E-07  2.702364E-04  9.584447E-05  3.352333E-04  4.886472E-06  1.256579E-02  1.475549E-02  1.337256E-02  5.217408E-05  8.830389E-05  1.862511E-01  2.532492E-01  1.884623E-01  5.061826E-04  7.635394E-03  7.661014E-03  1.804955E-01  6.290404E-02  1.203583E-03  2.619403E-04  2.578883E-02  8.814484E-03  2.226226E-02  3.071459E-04  2.694739E-04  6.260323E-04  2.711015E-04  2.838477E-04  2.246168E-03  4.384700E-03  5.952251E-05  3.436130E-04  7.871091E-05  8.687611E-06  3.486721E-05  4.861112E-05  2.129671E-06  2.108075E-06  8.201070E-06  5.633764E-07  2.481991E-05  4.113963E-05  1.076259E-06
 2.751500E+02  2.513171E-03  7.882231E-04  6.392893E-05  8.396490E-05  9.343151E-05  1.114755E-04  3.254130E-05  1.370002E-05  1.844001E-07  1.284410E-05  2.739949E-05  2.862082E-05  3.999307E-05  1.642273E-06  1.359733E-05  1.044646E-05  7.489932E-06  4.203494E-06  2.555498E-07  2.820223E-04  1.017893E-04  3.513680E-04  5.319296E-06  1.279415E-02  1.513359E-02  1.356988E-02  5.483997E-05  9.268282E-05  1.849904E-01  2.513399E-01  1.889062E-01  5.144624E-04  7.722273E-03  7.747928E-03  1.829771E-01  6.384467E-02  1.220356E-03  2.636015E-04  2.524536E-02  8.669799E-03  2.176828E-02  3.020469E-04  2.647734E-04  6.061851E-04  2.618515E-04  2.738215E-04  2.100560E-03  4.138603E-03  5.624507E-05  3.215549E-04  7.370462E-05  8.078644E-06  3.247354E-05  4.517741E-05  1.945351E-06  1.908900E-06  7.420859E-06  5.123950E-07  2.228019E-05  3.684941E-05  9.279929E-07
 2.761500E+02  2.503575E-03  7.671422E-04  6.008276E-05  7.893963E-05  8.784613E-05  1.048440E-04  2.934901E-05  1.239749E-05  1.675154E-07  1.162145E-05  2.481639E-05  2.590566E-05  3.617370E-05  1.405948E-06  1.175389E-05  9.026448E-06  6.482079E-06  3.457883E-06  2.106171E-07  2.942193E-04  1.080511E-04  3.681336E-04  5.786664E-06  1.302396E-02  1.551742E-02  1.376751E-02  5.761715E-05  9.723870E-05  1.837294E-01  2.494353E-01  1.893299E-01  5.227687E-04  7.808857E-03  7.834543E-03  1.854584E-01  6.476227E-02  1.236656E-03  2.651334E-04  2.470472E-02  8.524249E-03  2.127790E-02  2.968039E-04  2.599562E-04  5.865756E-04  2.527520E-04  2.639794E-04  1.963517E-03  3.904355E-03  5.309996E-05  3.006597E-04  6.895804E-05  7.506315E-06  3.021945E-05  4.195269E-05  1.775049E-06  1.726778E-06  6.708050E-06  4.655339E-07  1.998100E-05  3.297518E-05  7.992773E-07
 2.771500E+02  2.492943E-03  7.461265E-04  5.642157E-05  7.415392E-05  8.252648E-05  9.852541E-05  2.644522E-05  1.120807E-05  1.520272E-07  1.050514E-05  2.245519E-05  2.342563E-05  3.268794E-05  1.202471E-06  1.014989E-05  7.791426E-06  5.604003E-06  2.841451E-06  1.733947E-07  3.068378E-04  1.146439E-04  3.855480E-04  6.291014E-06  1.325517E-02  1.590695E-02  1.396541E-02  6.050905E-05  1.019768E-04  1.824682E-01  2.475354E-01  1.897334E-01  5.310992E-04  7.895120E-03  7.920832E-03  1.879385E-01  6.565686E-02  1.252484E-03  2.665390E-04  2.416767E-02  8.378117E-03  2.079176E-02  2.914387E-04  2.550416E-04  5.672430E-04  2.438185E-04  2.543367E-04  1.834663E-03  3.681645E-03  5.008809E-05  2.809010E-04  6.446581E-05  6.969294E-06  2.810033E-05  3.892910E-05  1.618011E-06  1.560547E-06  6.057985E-06  4.225415E-07  1.790299E-05  2.948230E-05  6.877225E-07
 2.781500E+02  2.481341E-03  7.252291E-04  5.294277E-05  6.960467E-05  7.746919E-05  9.251604E-05  2.380822E-05  1.012379E-05  1.378453E-07  9.487659E-06  2.030053E-05  2.116422E-05  2.951203E-05  1.027540E-06  8.756478E-06  6.719037E-06  4.840249E-06  2.332619E-06  1.426088E-07  3.198881E-04  1.215821E-04  4.036296E-04  6.834932E-06  1.348774E-02  1.630218E-02  1.416351E-02  6.351912E-05  1.069022E-04  1.812067E-01  2.456402E-01  1.901165E-01  5.394514E-04  7.981038E-03  8.006770E-03  1.904168E-01  6.652854E-02  1.267843E-03  2.678218E-04  2.363491E-02  8.231667E-03  2.031045E-02  2.859722E-04  2.500481E-04  5.482225E-04  2.350645E-04  2.449063E-04  1.713619E-03  3.470136E-03  4.720944E-05  2.622481E-04  6.022147E-05  6.466172E-06  2.611122E-05  3.609840E-05  1.473473E-06  1.409078E-06  5.466133E-06  3.831683E-07  1.602783E-05  2.633802E-05  5.911929E-07
 2.791500E+02  2.468829E-03  7.044986E-04  4.964294E-05  6.528762E-05  7.266958E-05  8.681060E-05  2.141716E-05  9.136938E-06  1.248810E-07  8.561734E-06  1.833752E-05  1.910546E-05  2.662301E-05  8.773602E-07  7.547844E-06  5.789266E-06  4.176943E-06  1.913218E-06  1.171840E-07  3.333810E-04  1.288805E-04  4.223970E-04  7.421159E-06  1.372163E-02  1.670307E-02  1.436177E-02  6.665089E-05  1.120206E-04  1.799452E-01  2.437497E-01  1.904793E-01  5.478232E-04  8.066584E-03  8.092334E-03  1.928926E-01  6.737746E-02  1.282738E-03  2.689850E-04  2.310708E-02  8.085151E-03  1.983449E-02  2.804242E-04  2.449930E-04  5.295444E-04  2.265014E-04  2.356994E-04  1.600012E-03  3.269473E-03  4.446316E-05  2.446669E-04  5.621772E-05  5.995487E-06  2.424690E-05  3.345205E-05  1.340670E-06  1.271279E-06  4.928129E-06  3.471698E-07  1.433815E-05  2.351156E-05  5.077869E-07
 2.801500E+02  2.455469E-03  6.839786E-04  4.651785E-05  6.119750E-05  6.812184E-05  8.140250E-05  1.925224E-05  8.240093E-06  1.130481E-07  7.720381E-06  1.655179E-05  1.723400E-05  2.399887E-05  7.485945E-07  6.500951E-06  4.984271E-06  3.601691E-06  1.567991E-06  9.621512E-08  3.473270E-04  1.365544E-04  4.418692E-04  8.052601E-06  1.395677E-02  1.710961E-02  1.456014E-02  6.990793E-05  1.173372E-04  1.786837E-01  2.418639E-01  1.908217E-01  5.562121E-04  8.151736E-03  8.177499E-03  1.953650E-01  6.820383E-02  1.297174E-03  2.700324E-04  2.258477E-02  7.938803E-03  1.936435E-02  2.748133E-04  2.398926E-04  5.112354E-04  2.181389E-04  2.267248E-04  1.493471E-03  3.079283E-03  4.184763E-05  2.281201E-04  5.244656E-05  5.555741E-06  2.250194E-05  3.098134E-05  1.218850E-06  1.146100E-06  4.439789E-06  3.143079E-07  1.281770E-05  2.097417E-05  4.358181E-07
 2.811500E+02  2.441322E-03  6.637086E-04  4.356270E-05  5.732822E-05  6.381927E-05  7.628401E-05  1.729468E-05  7.426180E-06  1.022637E-07  6.956935E-06  1.492962E-05  1.553516E-05  2.161862E-05  6.383208E-07  5.595326E-06  4.288205E-06  3.103454E-06  1.284167E-06  7.894262E-08  3.617371E-04  1.446198E-04  4.620653E-04  8.732335E-06  1.419315E-02  1.752178E-02  1.475857E-02  7.329389E-05  1.228576E-04  1.774224E-01  2.399830E-01  1.911437E-01  5.646158E-04  8.236471E-03  8.262242E-03  1.978336E-01  6.900790E-02  1.311156E-03  2.709676E-04  2.206851E-02  7.792842E-03  1.890047E-02  2.691570E-04  2.347623E-04  4.933180E-04  2.099850E-04  2.179898E-04  1.393634E-03  2.899185E-03  3.936065E-05  2.125682E-04  4.889942E-05  5.145418E-06  2.087083E-05  2.867750E-05  1.107274E-06  1.032543E-06  3.997135E-06  2.843528E-07  1.145124E-05  1.869910E-05  3.737956E-07
 2.821500E+02  2.426446E-03  6.437236E-04  4.077215E-05  5.367300E-05  5.975438E-05  7.144647E-05  1.552683E-05  6.688483E-06  9.244796E-08  6.265076E-06  1.345795E-05  1.399501E-05  1.946236E-05  5.439856E-07  4.812840E-06  3.687042E-06  2.672442E-06  1.051082E-06  6.473092E-08  3.766224E-04  1.530930E-04  4.830049E-04  9.463617E-06  1.443069E-02  1.793955E-02  1.495701E-02  7.681244E-05  1.285874E-04  1.761613E-01  2.381071E-01  1.914454E-01  5.730322E-04  8.320767E-03  8.346541E-03  2.002975E-01  6.978998E-02  1.324691E-03  2.717943E-04  2.155877E-02  7.647470E-03  1.844323E-02  2.634717E-04  2.296163E-04  4.758112E-04  2.020460E-04  2.094999E-04  1.300146E-03  2.728789E-03  3.699943E-05  1.979704E-04  4.556737E-05  4.763002E-06  1.934796E-05  2.653176E-05  1.005226E-06  9.296611E-07  3.596403E-06  2.570844E-07  1.022461E-05  1.666154E-05  3.204063E-07
 2.831500E+02  2.410896E-03  6.240544E-04  3.814048E-05  5.022454E-05  5.591909E-05  6.688052E-05  1.393214E-05  6.020667E-06  8.352515E-08  5.638842E-06  1.212443E-05  1.260042E-05  1.751134E-05  4.633651E-07  4.137486E-06  3.168407E-06  2.299995E-06  8.598566E-07  5.304950E-08  3.919941E-04  1.619909E-04  5.047079E-04  1.024989E-05  1.466937E-02  1.836290E-02  1.515542E-02  8.046734E-05  1.345324E-04  1.749006E-01  2.362362E-01  1.917267E-01  5.814590E-04  8.404602E-03  8.430376E-03  2.027562E-01  7.055040E-02  1.337786E-03  2.725162E-04  2.105599E-02  7.502876E-03  1.799296E-02  2.577726E-04  2.244678E-04  4.587306E-04  1.943268E-04  2.012591E-04  1.212660E-03  2.567700E-03  3.476077E-05  1.842844E-04  4.244117E-05  4.406985E-06  1.792777E-05  2.453544E-05  9.120148E-07  8.365609E-07  3.234049E-06  2.322928E-07  9.124701E-06  1.483864E-05  2.744968E-07
 2.841500E+02  2.394729E-03  6.047278E-04  3.566166E-05  4.697514E-05  5.230488E-05  6.257623E-05  1.249518E-05  5.416781E-06  7.542341E-08  5.072633E-06  1.091744E-05  1.133902E-05  1.574797E-05  3.945271E-07  3.555176E-06  2.721412E-06  1.978480E-06  7.031141E-07  4.345660E-08  4.078636E-04  1.713309E-04  5.271943E-04  1.109481E-05  1.490914E-02  1.879180E-02  1.535375E-02  8.426239E-05  1.406982E-04  1.736404E-01  2.343705E-01  1.919878E-01  5.898940E-04  8.487957E-03  8.513726E-03  2.052090E-01  7.128955E-02  1.350451E-03  2.731373E-04  2.056054E-02  7.359232E-03  1.754996E-02  2.520738E-04  2.193290E-04  4.420884E-04  1.868306E-04  1.932698E-04  1.130842E-03  2.415523E-03  3.264107E-05  1.714678E-04  3.951144E-05  4.075883E-06  1.660472E-05  2.268002E-05  8.269798E-07  7.524052E-07  2.906755E-06  2.097793E-07  8.139403E-06  1.320935E-05  2.350568E-07
 2.851500E+02  2.377995E-03  5.857669E-04  3.332948E-05  4.391680E-05  4.890288E-05  5.852325E-05  1.120161E-05  4.871263E-06  6.807507E-08  4.561220E-06  9.826105E-06  1.019927E-05  1.415581E-05  3.357968E-07  3.053545E-06  2.336509E-06  1.701185E-06  5.747381E-07  3.558520E-08  4.242424E-04  1.811311E-04  5.504846E-04  1.200222E-05  1.514996E-02  1.922624E-02  1.555195E-02  8.820145E-05  1.470908E-04  1.723810E-01  2.325103E-01  1.922287E-01  5.983351E-04  8.570811E-03  8.596570E-03  2.076553E-01  7.200781E-02  1.362692E-03  2.736612E-04  2.007275E-02  7.216696E-03  1.711448E-02  2.463882E-04  2.142109E-04  4.258939E-04  1.795599E-04  1.855332E-04  1.054367E-03  2.271865E-03  3.063646E-05  1.594778E-04  3.676873E-05  3.768246E-06  1.537337E-05  2.095716E-05  7.494915E-07  6.764116E-07  2.611425E-06  1.893566E-07  7.257581E-06  1.175441E-05  2.012041E-07
 2.861500E+02  2.360747E-03  5.671914E-04  3.113756E-05  4.104132E-05  4.570405E-05  5.471098E-05  1.003817E-05  4.378933E-06  6.141664E-08  4.099730E-06  8.840282E-06  9.170404E-06  1.271958E-05  2.857263E-07  2.621765E-06  2.005340E-06  1.462226E-06  4.696682E-07  2.913097E-08  4.411422E-04  1.914099E-04  5.745996E-04  1.297618E-05  1.539179E-02  1.966618E-02  1.575000E-02  9.228843E-05  1.537161E-04  1.711225E-01  2.306555E-01  1.924496E-01  6.067803E-04  8.653146E-03  8.678892E-03  2.100945E-01  7.270560E-02  1.374519E-03  2.740918E-04  1.959290E-02  7.075411E-03  1.668673E-02  2.407276E-04  2.091238E-04  4.101539E-04  1.725155E-04  1.780494E-04  9.829249E-04  2.136336E-03  2.874284E-05  1.482719E-04  3.420362E-05  3.482660E-06  1.422840E-05  1.935879E-05  6.789542E-07  6.078523E-07  2.345182E-06  1.708487E-07  6.469030E-06  1.045622E-05  1.721697E-07
 2.871500E+02  2.343031E-03  5.490175E-04  2.907947E-05  3.834043E-05  4.269920E-05  5.112867E-05  8.992626E-06  3.934987E-06  5.538880E-08  3.683649E-06  7.950541E-06  8.242432E-06  1.142512E-05  2.430658E-07  2.250381E-06  1.720610E-06  1.256456E-06  3.837253E-07  2.384205E-08  4.585749E-04  2.021865E-04  5.995601E-04  1.402101E-05  1.563458E-02  2.011159E-02  1.594783E-02  9.652729E-05  1.605800E-04  1.698651E-01  2.288064E-01  1.926506E-01  6.152273E-04  8.734944E-03  8.760671E-03  2.125260E-01  7.338337E-02  1.385942E-03  2.744327E-04  1.912124E-02  6.935510E-03  1.626689E-02  2.351027E-04  2.040767E-04  3.948725E-04  1.656975E-04  1.708174E-04  9.162158E-04  2.008551E-03  2.695595E-05  1.378081E-04  3.180679E-05  3.217762E-06  1.316463E-05  1.787709E-05  6.148059E-07  5.460528E-07  2.105364E-06  1.540915E-07  5.764423E-06  9.298742E-06  1.472851E-07
 2.881500E+02  2.324895E-03  5.312585E-04  2.714881E-05  3.580585E-05  3.987914E-05  4.776555E-05  8.053730E-06  3.534985E-06  4.993634E-08  3.308801E-06  7.148155E-06  7.406118E-06  1.025934E-05  2.067391E-07  1.931153E-06  1.475966E-06  1.079381E-06  3.134638E-07  1.951034E-08  4.765526E-04  2.134806E-04  6.253876E-04  1.514122E-05  1.587830E-02  2.056245E-02  1.614542E-02  1.009220E-04  1.676887E-04  1.686089E-01  2.269633E-01  1.928318E-01  6.236743E-04  8.816187E-03  8.841892E-03  2.149492E-01  7.404157E-02  1.396969E-03  2.746877E-04  1.865797E-02  6.797108E-03  1.585511E-02  2.295233E-04  1.990780E-04  3.800517E-04  1.591050E-04  1.638351E-04  8.539535E-04  1.888135E-03  2.527142E-05  1.280455E-04  2.956908E-05  2.972234E-06  1.217706E-05  1.650457E-05  5.565197E-07  4.903898E-07  1.889515E-06  1.389319E-07  5.135258E-06  8.267417E-06  1.259703E-07
 2.891500E+02  2.306381E-03  5.139248E-04  2.533918E-05  3.342932E-05  3.723473E-05  4.461085E-05  7.211174E-06  3.174832E-06  4.500807E-08  2.971341E-06  6.425071E-06  6.652949E-06  9.210185E-06  1.758208E-07  1.656912E-06  1.265882E-06  9.270887E-07  2.560474E-07  1.596420E-08  4.950874E-04  2.253126E-04  6.521038E-04  1.634159E-05  1.612290E-02  2.101874E-02  1.634272E-02  1.054768E-04  1.750484E-04  1.673542E-01  2.251261E-01  1.929933E-01  6.321191E-04  8.896859E-03  8.922538E-03  2.173636E-01  7.468065E-02  1.407610E-03  2.748604E-04  1.820326E-02  6.660311E-03  1.545150E-02  2.239982E-04  1.941349E-04  3.656913E-04  1.527362E-04  1.570998E-04  7.958649E-04  1.774719E-03  2.368481E-05  1.189440E-04  2.748154E-05  2.744818E-06  1.126090E-05  1.523404E-05  5.036025E-07  4.402893E-07  1.695374E-06  1.252280E-07  4.573808E-06  7.349047E-06  1.077231E-07
 2.901500E+02  2.287532E-03  4.970244E-04  2.364430E-05  3.120272E-05  3.475696E-05  4.165399E-05  6.455531E-06  2.850768E-06  4.055663E-08  2.667733E-06  5.773875E-06  5.975097E-06  8.266595E-06  1.495166E-07  1.421436E-06  1.085567E-06  7.961772E-07  2.091443E-07  1.306223E-08  5.141917E-04  2.377032E-04  6.797304E-04  1.762719E-05  1.636834E-02  2.148041E-02  1.653970E-02  1.101956E-04  1.826652E-04  1.661012E-01  2.232953E-01  1.931353E-01  6.405599E-04  8.976944E-03  9.002593E-03  2.197687E-01  7.530109E-02  1.417875E-03  2.749543E-04  1.775724E-02  6.525213E-03  1.505613E-02  2.185350E-04  1.892542E-04  3.517896E-04  1.465887E-04  1.506081E-04  7.416897E-04  1.667947E-03  2.219169E-05  1.104647E-04  2.553549E-05  2.534310E-06  1.041152E-05  1.405865E-05  4.555953E-07  3.952243E-07  1.520867E-06  1.128487E-07  4.073065E-06  6.531698E-06  9.210932E-08
 2.911500E+02  2.268387E-03  4.805628E-04  2.205803E-05  2.911807E-05  3.243698E-05  3.888453E-05  5.778205E-06  2.559344E-06  3.653837E-08  2.394740E-06  5.187765E-06  5.365385E-06  7.418432E-06  1.271456E-07  1.219332E-06  9.308672E-07  6.836942E-07  1.708400E-07  1.068810E-08  5.338780E-04  2.506741E-04  7.082897E-04  1.900330E-05  1.661460E-02  2.194745E-02  1.673632E-02  1.150827E-04  1.905454E-04  1.648501E-01  2.214709E-01  1.932580E-01  6.489948E-04  9.056427E-03  9.082041E-03  2.221640E-01  7.590337E-02  1.427774E-03  2.749730E-04  1.732001E-02  6.391896E-03  1.466908E-02  2.131408E-04  1.844415E-04  3.383431E-04  1.406595E-04  1.443557E-04  6.911807E-04  1.567471E-03  2.078763E-05  1.025702E-04  2.372252E-05  2.339563E-06  9.624536E-06  1.297189E-05  4.120715E-07  3.547118E-07  1.364099E-06  1.016728E-07  3.626687E-06  5.804605E-06  7.875417E-08
