#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  4.623473E+01  4.624100E+01  1.801483E+02
 2.741500E+02  4.643269E+01  4.643896E+01  1.808717E+02
 2.751500E+02  4.662906E+01  4.663533E+01  1.815867E+02
 2.761500E+02  4.682378E+01  4.683007E+01  1.822931E+02
 2.771500E+02  4.701684E+01  4.702313E+01  1.829910E+02
 2.781500E+02  4.720823E+01  4.721452E+01  1.836803E+02
 2.791500E+02  4.739794E+01  4.740424E+01  1.843612E+02
 2.801500E+02  4.758601E+01  4.759231E+01  1.850337E+02
 2.811500E+02  4.777245E+01  4.777876E+01  1.856981E+02
 2.821500E+02  4.795732E+01  4.796363E+01  1.863544E+02
 2.831500E+02  4.814066E+01  4.814697E+01  1.870031E+02
 2.841500E+02  4.832251E+01  4.832883E+01  1.876442E+02
 2.851500E+02  4.850293E+01  4.850926E+01  1.882781E+02
 2.861500E+02  4.868199E+01  4.868833E+01  1.889050E+02
 2.871500E+02  4.885974E+01  4.886608E+01  1.895251E+02
 2.881500E+02  4.903623E+01  4.904257E+01  1.901386E+02
 2.891500E+02  4.921151E+01  4.921786E+01  1.907459E+02
 2.901500E+02  4.938564E+01  4.939199E+01  1.913471E+02
 2.911500E+02  4.955867E+01  4.956503E+01  1.919424E+02
 2.921500E+02  4.973063E+01  4.973700E+01  1.925321E+02
 2.931500E+02  4.990158E+01  4.990795E+01  1.931162E+02
 2.941500E+02  5.007155E+01  5.007792E+01  1.936951E+02
 2.951500E+02  5.024056E+01  5.024694E+01  1.942687E+02
 2.961500E+02  5.040865E+01  5.041504E+01  1.948373E+02
 2.971500E+02  5.057584E+01  5.058223E+01  1.954009E+02
 2.981500E+02  5.074216E+01  5.074855E+01  1.959597E+02
 2.991500E+02  5.090761E+01  5.091401E+01  1.965137E+02
 3.001500E+02  5.107220E+01  5.107861E+01  1.970630E+02
 3.011500E+02  5.123596E+01  5.124237E+01  1.976077E+02
 3.021500E+02  5.139887E+01  5.140529E+01  1.981478E+02
 3.031500E+02  5.156094E+01  5.156736E+01  1.986833E+02
 3.041500E+02  5.172218E+01  5.172860E+01  1.992143E+02
 3.051500E+02  5.188256E+01  5.188900E+01  1.997408E+02
 3.061500E+02  5.204210E+01  5.204854E+01  2.002628E+02
 3.071500E+02  5.220077E+01  5.220722E+01  2.007802E+02
 3.081500E+02  5.235858E+01  5.236503E+01  2.012932E+02
 3.091500E+02  5.251549E+01  5.252194E+01  2.018016E+02
 3.101500E+02  5.267150E+01  5.267796E+01  2.023054E+02
 3.111500E+02  5.282660E+01  5.283306E+01  2.028047E+02
 3.121500E+02  5.298075E+01  5.298723E+01  2.032994E+02
 3.131500E+02  5.313396E+01  5.314044E+01  2.037894E+02
 3.141500E+02  5.328619E+01  5.329267E+01  2.042748E+02
 3.151500E+02  5.343743E+01  5.344392E+01  2.047555E+02
 3.161500E+02  5.358766E+01  5.359415E+01  2.052314E+02
 3.171500E+02  5.373685E+01  5.374335E+01  2.057026E+02
 3.181500E+02  5.388500E+01  5.389150E+01  2.061690E+02
 3.191500E+02  5.403207E+01  5.403858E+01  2.066306E+02
 3.201500E+02  5.417805E+01  5.418457E+01  2.070873E+02
 3.211500E+02  5.432292E+01  5.432945E+01  2.075391E+02
 3.221500E+02  5.446667E+01  5.447320E+01  2.079860E+02
 3.231500E+02  5.460928E+01  5.461581E+01  2.084280E+02
 3.241500E+02  5.475072E+01  5.475726E+01  2.088651E+02
 3.251500E+02  5.489099E+01  5.489754E+01  2.092972E+02
 3.261500E+02  5.503008E+01  5.503663E+01  2.097243E+02
 3.271500E+02  5.516797E+01  5.517452E+01  2.101464E+02
 3.281500E+02  5.530464E+01  5.531120E+01  2.105636E+02
 3.291500E+02  5.544010E+01  5.544667E+01  2.109758E+02
 3.301500E+02  5.557434E+01  5.558091E+01  2.113830E+02
 3.311500E+02  5.570734E+01  5.571392E+01  2.117853E+02
