#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  4.921016E+01  4.921686E+01  1.812547E+02
 2.741500E+02  4.938172E+01  4.938842E+01  1.818816E+02
 2.751500E+02  4.955378E+01  4.956049E+01  1.825082E+02
 2.761500E+02  4.972635E+01  4.973307E+01  1.831342E+02
 2.771500E+02  4.989943E+01  4.990615E+01  1.837598E+02
 2.781500E+02  5.007301E+01  5.007973E+01  1.843850E+02
 2.791500E+02  5.024709E+01  5.025382E+01  1.850098E+02
 2.801500E+02  5.042167E+01  5.042840E+01  1.856341E+02
 2.811500E+02  5.059674E+01  5.060348E+01  1.862579E+02
 2.821500E+02  5.077231E+01  5.077905E+01  1.868813E+02
 2.831500E+02  5.094836E+01  5.095511E+01  1.875042E+02
 2.841500E+02  5.112489E+01  5.113164E+01  1.881265E+02
 2.851500E+02  5.130188E+01  5.130864E+01  1.887483E+02
 2.861500E+02  5.147933E+01  5.148609E+01  1.893695E+02
 2.871500E+02  5.165721E+01  5.166398E+01  1.899901E+02
 2.881500E+02  5.183553E+01  5.184230E+01  1.906100E+02
 2.891500E+02  5.201424E+01  5.202102E+01  1.912292E+02
 2.901500E+02  5.219335E+01  5.220013E+01  1.918476E+02
 2.911500E+02  5.237282E+01  5.237961E+01  1.924651E+02
 2.921500E+02  5.255262E+01  5.255942E+01  1.930816E+02
 2.931500E+02  5.273274E+01  5.273954E+01  1.936971E+02
 2.941500E+02  5.291313E+01  5.291994E+01  1.943114E+02
 2.951500E+02  5.309378E+01  5.310059E+01  1.949245E+02
 2.961500E+02  5.327463E+01  5.328145E+01  1.955363E+02
 2.971500E+02  5.345567E+01  5.346249E+01  1.961466E+02
 2.981500E+02  5.363684E+01  5.364367E+01  1.967553E+02
 2.991500E+02  5.381810E+01  5.382494E+01  1.973622E+02
 3.001500E+02  5.399942E+01  5.400627E+01  1.979673E+02
 3.011500E+02  5.418075E+01  5.418760E+01  1.985705E+02
 3.021500E+02  5.436203E+01  5.436889E+01  1.991715E+02
 3.031500E+02  5.454322E+01  5.455009E+01  1.997702E+02
 3.041500E+02  5.472427E+01  5.473114E+01  2.003664E+02
 3.051500E+02  5.490513E+01  5.491201E+01  2.009601E+02
 3.061500E+02  5.508574E+01  5.509262E+01  2.015511E+02
 3.071500E+02  5.526605E+01  5.527294E+01  2.021391E+02
 3.081500E+02  5.544599E+01  5.545289E+01  2.027240E+02
 3.091500E+02  5.562553E+01  5.563243E+01  2.033057E+02
 3.101500E+02  5.580458E+01  5.581149E+01  2.038840E+02
 3.111500E+02  5.598311E+01  5.599003E+01  2.044587E+02
 3.121500E+02  5.616105E+01  5.616797E+01  2.050297E+02
 3.131500E+02  5.633834E+01  5.634527E+01  2.055967E+02
 3.141500E+02  5.651492E+01  5.652186E+01  2.061597E+02
 3.151500E+02  5.669074E+01  5.669768E+01  2.067185E+02
 3.161500E+02  5.686573E+01  5.687268E+01  2.072730E+02
 3.171500E+02  5.703985E+01  5.704681E+01  2.078229E+02
 3.181500E+02  5.721303E+01  5.722000E+01  2.083681E+02
 3.191500E+02  5.738523E+01  5.739220E+01  2.089085E+02
 3.201500E+02  5.755638E+01  5.756336E+01  2.094440E+02
 3.211500E+02  5.772644E+01  5.773343E+01  2.099743E+02
 3.221500E+02  8.050994E+01  8.315385E+01  2.888938E+02
 3.231500E+02  8.056773E+01  8.322035E+01  2.891003E+02
