#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  1.528702E-02  8.087694E-06  1.510506E-09  1.982575E-09  2.205772E-09  2.630109E-09  2.867885E-02  7.234226E-05  2.626156E-06  4.797158E-04  3.066891E-07  1.006344E-06  5.457168E-08
 2.741500E+02  1.523856E-02  7.923858E-06  1.437437E-09  1.887309E-09  2.099938E-09  2.504705E-09  2.858113E-02  7.041582E-05  2.419037E-06  4.662015E-04  2.854109E-07  9.395568E-07  5.149081E-08
 2.751500E+02  1.519022E-02  7.764419E-06  1.368402E-09  1.797273E-09  1.999907E-09  2.386138E-09  2.848388E-02  6.855369E-05  2.229584E-06  4.531593E-04  2.657490E-07  8.776448E-07  4.860479E-08
 2.761500E+02  1.514202E-02  7.609240E-06  1.303155E-09  1.712148E-09  1.905324E-09  2.273997E-09  2.838712E-02  6.675336E-05  2.056186E-06  4.405701E-04  2.475711E-07  8.202229E-07  4.590009E-08
 2.771500E+02  1.509396E-02  7.458187E-06  1.241465E-09  1.631637E-09  1.815862E-09  2.167892E-09  2.829085E-02  6.501246E-05  1.897384E-06  4.284158E-04  2.307560E-07  7.669380E-07  4.336422E-08
 2.781500E+02  1.504605E-02  7.311130E-06  1.183117E-09  1.555463E-09  1.731212E-09  2.067465E-09  2.819507E-02  6.332868E-05  1.751864E-06  4.166788E-04  2.151934E-07  7.174671E-07  4.098562E-08
 2.791500E+02  1.499829E-02  7.167946E-06  1.127910E-09  1.483365E-09  1.651086E-09  1.972377E-09  2.809979E-02  6.169985E-05  1.618434E-06  4.053426E-04  2.007824E-07  6.715140E-07  3.875358E-08
 2.801500E+02  1.495069E-02  7.028514E-06  1.075656E-09  1.415101E-09  1.575217E-09  1.882312E-09  2.800501E-02  6.012386E-05  1.496019E-06  3.943912E-04  1.874309E-07  6.288072E-07  3.665818E-08
 2.811500E+02  1.490326E-02  6.892717E-06  1.026180E-09  1.350445E-09  1.503351E-09  1.796975E-09  2.791072E-02  5.859871E-05  1.383643E-06  3.838094E-04  1.750544E-07  5.890977E-07  3.469022E-08
 2.821500E+02  1.485598E-02  6.760443E-06  9.793161E-10  1.289185E-09  1.435255E-09  1.716090E-09  2.781694E-02  5.712247E-05  1.280423E-06  3.735828E-04  1.635760E-07  5.521571E-07  3.284118E-08
 2.831500E+02  1.480889E-02  6.631585E-06  9.349121E-10  1.231121E-09  1.370707E-09  1.639398E-09  2.772366E-02  5.569331E-05  1.185559E-06  3.636974E-04  1.529251E-07  5.177756E-07  3.110315E-08
 2.841500E+02  1.476196E-02  6.506037E-06  8.928238E-10  1.176068E-09  1.309503E-09  1.566656E-09  2.763089E-02  5.430947E-05  1.098324E-06  3.541400E-04  1.430370E-07  4.857604E-07  2.946879E-08
