#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  3.389721E-01  3.586706E-04  1.004812E-07  1.318840E-07  1.467314E-07  1.749589E-07  6.359205E-01  3.208213E-03  1.746960E-04  2.127429E-02  2.040143E-05  6.694358E-05  3.630192E-06
 2.741500E+02  3.392386E-01  3.527996E-04  9.600005E-08  1.260450E-07  1.402456E-07  1.672782E-07  6.362691E-01  3.135174E-03  1.615568E-04  2.075702E-02  1.906133E-05  6.274885E-05  3.438844E-06
 2.751500E+02  3.394967E-01  3.470647E-04  9.175011E-08  1.205055E-07  1.340919E-07  1.599884E-07  6.366060E-01  3.064308E-03  1.494916E-04  2.025594E-02  1.781823E-05  5.884528E-05  3.258906E-06
 2.761500E+02  3.397468E-01  3.414624E-04  8.771806E-08  1.152482E-07  1.282513E-07  1.530674E-07  6.369319E-01  2.995537E-03  1.384061E-04  1.977045E-02  1.666452E-05  5.521089E-05  3.089629E-06
 2.771500E+02  3.399891E-01  3.359890E-04  8.389145E-08  1.102571E-07  1.227060E-07  1.464943E-07  6.372471E-01  2.928791E-03  1.282148E-04  1.930000E-02  1.559323E-05  5.182548E-05  2.930317E-06
 2.781500E+02  3.402240E-01  3.306412E-04  8.025859E-08  1.055172E-07  1.174394E-07  1.402497E-07  6.375520E-01  2.863999E-03  1.188404E-04  1.884403E-02  1.459798E-05  4.867048E-05  2.780323E-06
 2.791500E+02  3.404516E-01  3.254155E-04  7.680852E-08  1.010143E-07  1.124358E-07  1.343151E-07  6.378472E-01  2.801094E-03  1.102122E-04  1.840203E-02  1.367290E-05  4.572881E-05  2.639044E-06
 2.801500E+02  3.406723E-01  3.203089E-04  7.353096E-08  9.673515E-08  1.076805E-07  1.286733E-07  6.381329E-01  2.740011E-03  1.022666E-04  1.797350E-02  1.281262E-05  4.298473E-05  2.505922E-06
 2.811500E+02  3.408862E-01  3.153180E-04  7.041626E-08  9.266733E-08  1.031597E-07  1.233081E-07  6.384096E-01  2.680689E-03  9.494531E-05  1.755796E-02  1.201220E-05  4.042378E-05  2.380437E-06
 2.821500E+02  3.410938E-01  3.104399E-04  6.745536E-08  8.879914E-08  9.886046E-08  1.182044E-07  6.386776E-01  2.623067E-03  8.819561E-05  1.715494E-02  1.126713E-05  3.803262E-05  2.262103E-06
 2.831500E+02  3.412951E-01  3.056715E-04  6.463975E-08  8.511959E-08  9.477060E-08  1.133478E-07  6.389373E-01  2.567088E-03  8.196943E-05  1.676401E-02  1.057323E-05  3.579896E-05  2.150469E-06
 2.841500E+02  3.414904E-01  3.010100E-04  6.196143E-08  8.161837E-08  9.087867E-08  1.087249E-07  6.391889E-01  2.512696E-03  7.622304E-05  1.638473E-02  9.926682E-06  3.371147E-05  2.045116E-06
 2.851500E+02  3.416799E-01  2.964525E-04  5.941288E-08  7.828576E-08  8.717392E-08  1.043231E-07  6.394329E-01  2.459838E-03  7.091658E-05  1.601670E-02  9.323968E-06  3.175970E-05  1.945652E-06
 2.861500E+02  3.418638E-01  2.919963E-04  5.698706E-08  7.511264E-08  8.364623E-08  1.001305E-07  6.396693E-01  2.408464E-03  6.601375E-05  1.565953E-02  8.761849E-06  2.993399E-05  1.851711E-06
 2.871500E+02  3.420423E-01  2.876387E-04  5.467731E-08  7.209043E-08  8.028609E-08  9.613579E-08  6.398987E-01  2.358522E-03  6.148144E-05  1.531284E-02  8.237347E-06  2.822545E-05  1.762954E-06
 2.881500E+02  3.422156E-01  2.833772E-04  5.247738E-08  6.921104E-08  7.708452E-08  9.232858E-08  6.401211E-01  2.309967E-03  5.728944E-05  1.497626E-02  7.747716E-06  2.662584E-05  1.679064E-06
 2.891500E+02  3.423839E-01  2.792091E-04  5.038141E-08  6.646689E-08  7.403311E-08  8.869892E-08  6.403370E-01  2.262751E-03  5.341017E-05  1.464944E-02  7.290429E-06  2.512755E-05  1.599742E-06
 2.901500E+02  3.425474E-01  2.751322E-04  4.838385E-08  6.385080E-08  7.112391E-08  8.523745E-08  6.405464E-01  2.216832E-03  4.981844E-05  1.433206E-02  6.863153E-06  2.372357E-05  1.524714E-06
 2.911500E+02  3.427061E-01  2.711439E-04  4.647950E-08  6.135603E-08  6.834946E-08  8.193539E-08  6.407497E-01  2.172166E-03  4.649123E-05  1.402378E-02  6.463737E-06  2.240737E-05  1.453721E-06
 2.921500E+02  3.428603E-01  2.672421E-04  4.466345E-08  5.897624E-08  6.570269E-08  7.878444E-08  6.409471E-01  2.128713E-03  4.340749E-05  1.372430E-02  6.090199E-06  2.117295E-05  1.386520E-06
