#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  1.137781E-02  4.479408E-06  6.225558E-10  8.171195E-10  9.091104E-10  1.084001E-09  2.099519E-02  3.876432E-05  1.030013E-06  9.137626E-03  2.995923E-05  1.332083E-06  1.869055E-08  2.613377E-04  1.222922E-07  4.012794E-07  2.212307E-08  2.621861E-03  6.299532E-07  2.111984E-08  1.854546E-08  2.710074E-05  3.689141E-05  1.008823E-06  8.392751E-07  1.062953E-06  2.663498E-07
 2.741500E+02  1.136913E-02  4.409890E-06  5.967430E-10  7.835049E-10  8.717765E-10  1.039813E-09  2.090537E-02  3.766613E-05  9.462930E-07  9.136340E-03  2.936683E-05  1.241188E-06  1.809197E-08  2.543663E-04  1.138830E-07  3.748965E-07  2.095672E-08  2.570275E-03  5.942615E-07  2.022355E-08  1.774309E-08  2.646178E-05  3.601933E-05  9.360689E-07  7.750450E-07  9.819958E-07  2.495002E-07
 2.751500E+02  1.135988E-02  4.341621E-06  5.721239E-10  7.514332E-10  8.361535E-10  9.976356E-10  2.081637E-02  3.660717E-05  8.699389E-07  9.134458E-03  2.878724E-05  1.156906E-06  1.751418E-08  2.476225E-04  1.061061E-07  3.504188E-07  1.985873E-08  2.519852E-03  5.607568E-07  1.936933E-08  1.697910E-08  2.584113E-05  3.517235E-05  8.689506E-07  7.161207E-07  9.076970E-07  2.338111E-07
 2.761500E+02  1.135006E-02  4.274582E-06  5.486387E-10  7.208279E-10  8.021566E-10  9.573705E-10  2.072819E-02  3.558579E-05  8.002566E-07  9.131996E-03  2.822024E-05  1.078729E-06  1.695647E-08  2.410977E-04  9.891026E-08  3.276976E-07  1.882476E-08  2.470567E-03  5.292965E-07  1.855508E-08  1.625150E-08  2.523821E-05  3.434968E-05  8.070043E-07  6.620340E-07  8.394716E-07  2.191967E-07
 2.771500E+02  1.133970E-02  4.208752E-06  5.262310E-10  6.916165E-10  7.697055E-10  9.189238E-10  2.064082E-02  3.460045E-05  7.366218E-07  9.128972E-03  2.766556E-05  1.006192E-06  1.641811E-08  2.347838E-04  9.224862E-08  3.065964E-07  1.785072E-08  2.422394E-03  4.997478E-07  1.777879E-08  1.555844E-08  2.465247E-05  3.355054E-05  7.498063E-07  6.123606E-07  7.767890E-07  2.055779E-07
 2.781500E+02  1.132882E-02  4.144113E-06  5.048472E-10  6.637304E-10  7.387242E-10  8.822066E-10  2.055426E-02  3.364964E-05  6.784717E-07  9.125401E-03  2.712297E-05  9.388650E-07  1.589843E-08  2.286730E-04  8.607837E-08  2.869902E-07  1.693285E-08  2.375308E-03  4.719871E-07  1.703856E-08  1.489815E-08  2.408334E-05  3.277417E-05  6.969693E-07  5.667156E-07  7.191678E-07  1.928820E-07
 2.791500E+02  1.131742E-02  4.080645E-06  4.844368E-10  6.371043E-10  7.091405E-10  8.471346E-10  2.046848E-02  3.273196E-05  6.252996E-07  9.121301E-03  2.659223E-05  8.763524E-07  1.539677E-08  2.227579E-04  8.036038E-08  2.687641E-07  1.606761E-08  2.329286E-03  4.458991E-07  1.633257E-08  1.426897E-08  2.353030E-05  3.201984E-05  6.481397E-07  5.247497E-07  6.661708E-07  1.810418E-07
 2.801500E+02  1.130553E-02  4.018329E-06  4.649516E-10  6.116765E-10  6.808862E-10  8.136280E-10  2.038350E-02  3.184603E-05  5.766482E-07  9.116687E-03  2.607310E-05  8.182906E-07  1.491249E-08  2.170313E-04  7.505883E-08  2.518130E-07  1.525170E-08  2.284303E-03  4.213764E-07  1.565913E-08  1.366932E-08  2.299284E-05  3.128685E-05  6.029937E-07  4.861456E-07  6.174008E-07  1.699951E-07
 2.811500E+02  1.129317E-02  3.957145E-06  4.463462E-10  5.873886E-10  6.538964E-10  7.816109E-10  2.029929E-02  3.099058E-05  5.321053E-07  9.111574E-03  2.556534E-05  7.643446E-07  1.444496E-08  2.114863E-04  7.014096E-08  2.360402E-07  1.448207E-08  2.240335E-03  3.983186E-07  1.501663E-08  1.309770E-08  2.247047E-05  3.057451E-05  5.612355E-07  4.506153E-07  5.724970E-07  1.596848E-07
 2.821500E+02  1.128034E-02  3.897075E-06  4.285775E-10  5.641851E-10  6.281097E-10  7.510115E-10  2.021585E-02  3.016437E-05  4.912983E-07  9.105977E-03  2.506871E-05  7.142058E-07  1.399358E-08  2.061163E-04  6.557673E-08  2.213567E-07  1.375584E-08  2.197359E-03  3.766324E-07  1.440351E-08  1.255270E-08  2.196271E-05  2.988218E-05  5.225941E-07  4.178966E-07  5.311312E-07  1.500582E-07
