#         T/K          A/kJ          G/kJ
  2.731500000000E+02   2.361896204106E+01   2.577272979537E+01
  2.741500000000E+02   2.335264287495E+01   2.551627011113E+01
  2.751500000000E+02   2.308611368096E+01   2.525957517940E+01
  2.761500000000E+02   2.281937565874E+01   2.500264661290E+01
  2.771500000000E+02   2.255242998032E+01   2.474548598809E+01
  2.781500000000E+02   2.228527779059E+01   2.448809484626E+01
  2.791500000000E+02   2.201792020790E+01   2.423047469467E+01
  2.801500000000E+02   2.175035832460E+01   2.397262700752E+01
  2.811500000000E+02   2.148259320764E+01   2.371455322702E+01
  2.821500000000E+02   2.121462589909E+01   2.345625476424E+01
  2.831500000000E+02   2.094645741678E+01   2.319773300009E+01
  2.841500000000E+02   2.067808875486E+01   2.293898928612E+01
  2.851500000000E+02   2.040952088440E+01   2.268002494539E+01
  2.861500000000E+02   2.014075475395E+01   2.242084127326E+01
  2.871500000000E+02   1.987179129012E+01   2.216143953812E+01
  2.881500000000E+02   1.960263139820E+01   2.190182098216E+01
  2.891500000000E+02   1.933327596266E+01   2.164198682209E+01
  2.901500000000E+02   1.906372584779E+01   2.138193824978E+01
  2.911500000000E+02   1.879398189818E+01   2.112167643295E+01
  2.921500000000E+02   1.852404493934E+01   2.086120251582E+01
  2.931500000000E+02   1.825391577819E+01   2.060051761969E+01
  2.941500000000E+02   1.798359520360E+01   2.033962284356E+01
  2.951500000000E+02   1.771308398693E+01   2.007851926474E+01
  2.961500000000E+02   1.744238288252E+01   1.981720793933E+01
  2.971500000000E+02   1.717149262820E+01   1.955568990285E+01
  2.981500000000E+02   1.690041394576E+01   1.929396617071E+01
  2.991500000000E+02   1.662914754145E+01   1.903203773875E+01
  3.001500000000E+02   1.635769410644E+01   1.876990558372E+01
  3.011500000000E+02   1.608605431725E+01   1.850757066378E+01
  3.021500000000E+02   1.581422883624E+01   1.824503391896E+01
  3.031500000000E+02   1.554221831199E+01   1.798229627161E+01
  3.041500000000E+02   1.527002337977E+01   1.771935862685E+01
  3.051500000000E+02   1.499764466190E+01   1.745622187300E+01
  3.061500000000E+02   1.472508276818E+01   1.719288688200E+01
  3.071500000000E+02   1.445233829626E+01   1.692935450982E+01
  3.081500000000E+02   1.417941183205E+01   1.666562559684E+01
  3.091500000000E+02   1.390630395001E+01   1.640170096826E+01
  3.101500000000E+02   1.363301521360E+01   1.613758143447E+01
  3.111500000000E+02   1.335954617552E+01   1.587326779140E+01
  3.121500000000E+02   1.308589737814E+01   1.560876082088E+01
  3.131500000000E+02   1.281206935376E+01   1.534406129101E+01
  3.141500000000E+02   1.253806262493E+01   1.507916995646E+01
  3.151500000000E+02   1.226387770477E+01   1.481408755883E+01
  3.161500000000E+02   1.198951509727E+01   1.454881482696E+01
  3.171500000000E+02   1.171497529753E+01   1.428335247724E+01
  3.181500000000E+02   1.144025879208E+01   1.401770121390E+01
  3.191500000000E+02   1.116536605913E+01   1.375186172934E+01
  3.201500000000E+02   1.089029756881E+01   1.348583470436E+01
  3.211500000000E+02   1.061505378346E+01   1.321962080853E+01
  3.221500000000E+02   1.033963515781E+01   1.295322070035E+01
  3.231500000000E+02   1.006404213928E+01   1.268663502762E+01
  3.241500000000E+02   9.788275168146E+00   1.241986442764E+01
  3.251500000000E+02   9.512334677792E+00   1.215290952746E+01
  3.261500000000E+02   9.236221094911E+00   1.188577094416E+01
  3.271500000000E+02   8.959934839703E+00   1.161844928508E+01
  3.281500000000E+02   8.683476326074E+00   1.135094514801E+01
  3.291500000000E+02   8.406845961827E+00   1.108325912148E+01
  3.301500000000E+02   8.130044148843E+00   1.081539178494E+01
  3.311500000000E+02   7.853071283255E+00   1.054734370900E+01
  3.321500000000E+02   7.575927755625E+00   1.027911545560E+01
  3.331500000000E+02   7.298613951101E+00   1.001070757828E+01
  3.341500000000E+02   7.021130249582E+00   9.742120622299E+00
  3.351500000000E+02   6.743477025867E+00   9.473355124904E+00
  3.361500000000E+02   6.465654649809E+00   9.204411615467E+00
  3.371500000000E+02   6.187663486450E+00   8.935290615692E+00
  3.381500000000E+02   5.909503896169E+00   8.665992639787E+00
  3.391500000000E+02   5.631176234806E+00   8.396518194644E+00
  3.401500000000E+02   5.352680853798E+00   8.126867780002E+00
  3.411500000000E+02   5.074018100300E+00   7.857041888618E+00
  3.421500000000E+02   4.795188317307E+00   7.587041006426E+00
  3.431500000000E+02   4.516191843767E+00   7.316865612694E+00
  3.441500000000E+02   4.237029014698E+00   7.046516180176E+00
  3.451500000000E+02   3.957700161291E+00   6.775993175266E+00
  3.461500000000E+02   3.678205611019E+00   6.505297058136E+00
  3.471500000000E+02   3.398545687736E+00   6.234428282883E+00
  3.481500000000E+02   3.118720711772E+00   5.963387297664E+00
  3.491500000000E+02   2.838731000034E+00   5.692174544830E+00
  3.501500000000E+02   2.558576866089E+00   5.420790461060E+00
  3.511500000000E+02   2.278258620258E+00   5.149235477484E+00
  3.521500000000E+02   1.997776569697E+00   4.877510019809E+00
  3.531500000000E+02   1.717131018484E+00   4.605614508443E+00
  3.541500000000E+02   1.436322267691E+00   4.333549358605E+00
  3.551500000000E+02   1.155350615467E+00   4.061314980449E+00
  3.561500000000E+02   8.742163571089E-01   3.788911779167E+00
  3.571500000000E+02   5.929197851351E-01   3.516340155107E+00
  3.581500000000E+02   3.114611893521E-01   3.243600503870E+00
  3.591500000000E+02   2.984085692350E-02   2.970693216420E+00
  3.601500000000E+02  -2.519409275657E-01   2.697618679183E+00
  3.611500000000E+02  -5.338838820475E-01   2.424377274141E+00
  3.621500000000E+02  -8.159877269091E-01   2.150969378936E+00
  3.631500000000E+02  -1.098252184936E+00   1.877395366956E+00
  3.641500000000E+02  -1.380676981252E+00   1.603655607428E+00
  3.651500000000E+02  -1.663261843271E+00   1.329750465510E+00
  3.661500000000E+02  -1.946006500637E+00   1.055680302370E+00
  3.671500000000E+02  -2.228910685176E+00   7.814454752785E-01
  3.681500000000E+02  -2.511974130846E+00   5.070463376836E-01
  3.691500000000E+02  -2.795196573687E+00   2.324832392989E-01
  3.701500000000E+02  -3.078577751787E+00  -4.224347383520E-02
  3.711500000000E+02  -3.362117405218E+00  -3.171334592565E-01
  3.721500000000E+02  -3.645815275995E+00  -5.921863780072E-01
  3.731500000000E+02  -3.929671108051E+00  -8.674018945805E-01
  3.741500000000E+02  -4.213684647181E+00  -1.142779676834E+00
  3.751500000000E+02  -4.497855641005E+00  -1.418319395927E+00
  3.761500000000E+02  -4.782183838934E+00  -1.694020726252E+00
  3.771500000000E+02  -5.066668992126E+00  -1.969883345369E+00
  3.781500000000E+02  -5.351310853456E+00  -2.245906933944E+00
  3.791500000000E+02  -5.636109177479E+00  -2.522091175685E+00
  3.801500000000E+02  -5.921063720394E+00  -2.798435757282E+00
  3.811500000000E+02  -6.206174240014E+00  -3.074940368348E+00
  3.821500000000E+02  -6.491440495734E+00  -3.351604701362E+00
  3.831500000000E+02  -6.776862248497E+00  -3.628428451612E+00
  3.841500000000E+02  -7.062439260769E+00  -3.905411317141E+00
  3.851500000000E+02  -7.348171296503E+00  -4.182552998693E+00
  3.861500000000E+02  -7.634058121119E+00  -4.459853199660E+00
  3.871500000000E+02  -7.920099501470E+00  -4.737311626034E+00
  3.881500000000E+02  -8.206295205818E+00  -5.014927986353E+00
  3.891500000000E+02  -8.492645003808E+00  -5.292701991658E+00
  3.901500000000E+02  -8.779148666443E+00  -5.570633355440E+00
  3.911500000000E+02  -9.065805966060E+00  -5.848721793598E+00
  3.921500000000E+02  -9.352616676303E+00  -6.126967024392E+00
  3.931500000000E+02  -9.639580572106E+00  -6.405368768401E+00
  3.941500000000E+02  -9.926697429666E+00  -6.683926748477E+00
  3.951500000000E+02  -1.021396702642E+01  -6.962640689706E+00
  3.961500000000E+02  -1.050138914103E+01  -7.241510319366E+00
  3.971500000000E+02  -1.078896355336E+01  -7.520535366886E+00
  3.981500000000E+02  -1.107669004445E+01  -7.799715563808E+00
  3.991500000000E+02  -1.136456839650E+01  -8.079050643755E+00
